headline,guardian_keywords,esg_category
Number of minority arts workers must improve – Arts Council England ,['race'],social
'I saw hell': under fire inside Libya's refugee detention centres ,['human rights'],social
"Antisemitism has no place on the left. It is time to confront it, says @OwenJones84  ",['race'],social
How do you deal with mental health issues at work? Share your tips ,['work & careers'],social
Widow sues DPD over courier husband's death ,"['employment law', 'work & careers']",social
"Corporate jet taboo forces Bombardier to shed 3,000 jobs",['job losses'],social
Moroccan gay men to be tried for violating 'public modesty' over photo ,['lgbt rights'],social
I’ve been made a manager for the first time – what do I do? ,['work & careers'],social
"When women sign off emails as men, doors open. It's like magic! | Jamie Peck ",['gender'],social
Redcar steel plant goes into liquidation ,['job losses'],social
Read all about it ... five ways to kickstart a career in media ,['work & careers'],social
Chelsea invite racism victim to Stamford Bridge as José Mourinho admits shame ,['race'],social
Gender equality in science: it takes a village | @GrrlScientist ,['gender'],social
UK digital skills shortage risks Covid recovery as young people shun IT courses ,['work & careers'],social
"What’s in a name, women ask | Letters ",['gender'],social
Hope turns to despair as Egypt arrests witnesses to alleged 2014 gang rape ,['human rights'],social
The war against rap: censoring drill may seem radical but it's not new ,['race'],social
‘There was a period when virtually all brown characters were terrorists’ ,['race'],social
Andy Burnham: men convicted for being gay should get automatic pardons ,['lgbt rights'],social
Cheap razors are great but what if you’re a hairy woman who doesn’t shop in Tesco? ,['gender'],social
Parents in the arts need to stage a childcare revolution ,['work & careers'],social
For Muslim women life had been getting better. No longer | Yasmin Alibhai-Brown ,"['race', 'gender']",social
How has the Brexit vote affected the economy? April verdict ,['job losses'],social
Anne Enright: 'I've never been good with authority' ,['gender'],social
The recent mass shootings in the US all have one thing in common: misogyny | Jessica Valenti ,['gender'],social
Unemployment rate at record low despite stall in private sector hiring ,['work & careers'],social
"Militant group publishes global hitlist of bloggers, activists and writers ",['human rights'],social
Texas gay marriage ban blocked ,['lgbt rights'],social
Queer As Folk to get American reboot ,['lgbt rights'],social
Ford's planned job cuts highlight car industry malaise,['job losses'],social
Is your work-life balance going down the toilet? Share your stories with @GuardianCareers ,['work & careers'],social
Best believe the worst in this tale of two systems,['job losses'],social
Thousands of jobs at risk as dairy co-op collapses,['job losses'],social
South Africa judge rules police murdered anti-apartheid activist in 1971 ,['race'],social
"Black immigrants much more likely to be deported over criminal offenses, data shows ",['race'],social
"Black teen 'humiliated' after school colored his hair with marker, parents say ",['race'],social
What insurance is best for a self-employed decorator? ,['work & careers'],social
G4S migrant workers 'forced to pay millions' in illegal fees for jobs ,"['work & careers', 'human rights']",social
Being a man used to be easy... not any more. How to be a man in 2015 ,['gender'],social
Transgender woman moved from men's to women's prison ,['gender'],social
Has being on a zero-hours contract affected your health? ,['work & careers'],social
Families ‘facing hardest period in five decades’ as Britain's economy stalls ,['job losses'],social
Boys will be girls: Charles Jeffrey gets sporty at LFW ,['gender'],social
Big investors join list of heavyweights against North Carolina 'bathroom bill' ,['lgbt rights'],social
'She will be stronger': How Serena Williams can make the mother of comebacks ,['gender'],social
"From India and Turkey to Oxford, we live in a perpetual state of war against women | Suzanne Moore ",['gender'],social
America is optimistic about jobs in 2015 despite stubbornly low wages ,['job losses'],social
Family of man held in Ethiopia urges UK to do more to secure his release ,['human rights'],social
Home Office gives man asylum after accepting people can be gay and single ,['lgbt rights'],social
A suffragist statue in Parliament Square would write Emmeline Pankhurst out of history | June Purvis ,['gender'],social
Ken Livingstone blames 'embittered MPs' for row over Hitler remarks ,['race'],social
A surprisingly difficult question for Facebook: Do I have boobs now?  ,['lgbt rights'],social
"Deutsche Bank slashes 7,000 jobs, with City likely to take hit",['job losses'],social
"Charlottesville residents recall horror of car attack: 'Bodies writhing, blood everywhere' ",['race'],social
On board: Operation Black Vote battle bus makes stop in registration drive ,['race'],social
Vaccine hesitancy in some health workers in England 'may undermine rollout' ,['race'],social
Jamie Oliver's Fifteen Cornwall closes with the loss of 100 jobs ,['job losses'],social
Ban on criminal history question for US job applicants reveals deeper issue: racism ,['race'],social
Is western media an unwitting ally of North Korea's propaganda?  via @GuardianNK ,['human rights'],social
"Schaston Hodge, black man killed by white Texas troopers, was shot 16 times ",['race'],social
"More than 1,500 jobs at risk at Virgin Media and retail group Calvetron ",['job losses'],social
Gay rights campaigner accuses police of failing to link east London deaths ,['lgbt rights'],social
David de Gea’s transfer fiasco: another great admin error of our time ,['work & careers'],social
UK unemployment falls for first time in Covid-19 pandemic,['job losses'],social
How to do the most work in the shortest time | Mark McCartney ,['work & careers'],social
White supremacist group the Base uses terror to spread its ideology and recruit young men. The FBI is closely watching them – and the Guardian is now able to reveal the identity of its secretive leader ,['race'],social
My working week: 'A 999 caller is hiding from someone with a shotgun' ,['work & careers'],social
Women with learning disabilities are hidden victims of domestic violence ,['gender'],social
Distracted in the office? Blame evolution ,['work & careers'],social
Gender reassignment treatments for young people to get expert review ,['gender'],social
MPs fear rise in Islamophobia as mosques in England reopen ,['race'],social
IBM pulls #HackAHairDryer campaign admitting it 'missed the mark'  ,['gender'],social
Trans birth certificate campaign turns to other states after Victoria passes reform ,['lgbt rights'],social
How to master tricky conversations at work  ,['work & careers'],social
Covid-19 job losses sees record numbers seeking temporary work ,['job losses'],social
I'm angry. You're angry. All women are angry. But will that be enough? | Jean Hannah Edelstein ,['gender'],social
Natalie Diaz: 'It is an important and dangerous time for language' ,['race'],social
Victory on employment tribunal fees: this is what justice feels like | Jason Moyer-Lee ,['work & careers'],social
Ida B Wells: the unsung heroine of the civil rights movement ,['race'],social
China puts human rights activists on trial ,['human rights'],social
Construction firms apologise in court over blacklist ,['work & careers'],social
"African American men living in poverty face highest mortality risk, study says ","['race', 'gender']",social
India to review ruling on law criminalising homosexuality ,['lgbt rights'],social
I walked 170 miles to the RNC to talk to Trump supporters. They surprised me ,['race'],social
"John Lewis shuts eight stores with expected loss of 1,300 jobs",['job losses'],social
Texas to pass bill banning transgender students from choosing bathrooms ,['lgbt rights'],social
Why Trump can’t disavow the Charlottesville neo-Nazi carnage | Matthew d’Ancona ,['race'],social
Human rights lawyer to investigate Scottish police use of stop and search ,['human rights'],social
Scottish parties again face pressure over women and black election candidates ,"['gender', 'race']",social
Virgin Money boss criticises US banks' failure to join gender equality charter ,['gender'],social
Free speech advocates question university response to racist chant ,['race'],social
Covid anxiety and intolerance rise together in Australia but the only way out is together | Ranjana Srivastava ,['race'],social
‘A town of love and peace’: El Pasoans support each other in wake of attack ,['race'],social
UK bosses set up IT systems to track Covid vaccine status of staff ,['work & careers'],social
Low-cut top or covered up – guess which one will get you that job? ,['work & careers'],social
Claims of 'non-stop cycle of torture' involving top officials in Ethiopian jail ,"['human rights', 'human rights']",social
Gender wage gap costs minority women more than $1m in some states ,['gender'],social
Baltimore Freddie Gray protests turn violent as police and crowds clash ,['race'],social
"If the left can woo back white voters, it would benefit everyone | Remi Adekoya ",['race'],social
"Another 1,200 Carillion workers are told they will keep their jobs",['job losses'],social
I'm straight - here's why I volunteer at Pride in London | Kariss Ainsworth ,['lgbt rights'],social
Sweden adds gender-neutral pronoun to dictionary ,['gender'],social
Has publishing really become more diverse? ,['race'],social
"Northern cities head list of UK's low-wage, high-welfare economies ",['work & careers'],social
Rafe Spall: 'Dieting is the opposite of sex!' ,['race'],social
Uber granted right to appeal against ruling on UK drivers' rights ,"['employment law', 'work & careers']",social
No 10 refuses to comment on PM's views of racial IQ ,['race'],social
Arthur Mitchell obituary ,['race'],social
The emotional burden of living in fear: a call for women's stories ,['gender'],social
Jewish group protests at 'scandalous' Nazi memorabilia auction in Germany ,['race'],social
Donald Trump appeals to black voters in attempt to offset dismal polling ,['race'],social
Javid refuses to condemn PM's slurs against Muslim women ,['race'],social
'It's only a phase': what not to say to LGBT pupils if they come out ,['lgbt rights'],social
De Blasio joins LGBT St Patrick's Day marchers in braving New York City snow ,['lgbt rights'],social
Citizens Advice training document 'propagated racist stereotypes' ,['race'],social
Dean Laidley: second Victorian police officer may be charged over leaked photos of ex-AFL coach ,['lgbt rights'],social
Coronavirus exposes how riddled Britain is with racial inequality | Omar Khan ,['race'],social
800m champion Caster Semenya could be forced to undertake hormone therapy for future Olympics ,['gender'],social
A Garrick Club member on why the vote to keep women out is sad rather than sexist ,['gender'],social
What I’m really thinking: the expat wife ,['work & careers'],social
Ultra-Orthodox Jewish sect's female driver ban 'unlawful and discriminatory' ,['gender'],social
Nurses have been invisible and undervalued for far too long ,"['gender', 'gender pay gap']",social
Don’t let OJ Simpson blind us to black victims of injustice | Natalie Moore ,['race'],social
Zoë Kravitz: ‘Why do stories happen to white people and everyone else is a punchline?’ ,['race'],social
"#JusticeForLiz: With this conviction, the Kenya we want is within reach ",['human rights'],social
Charlie Hebdo: a letter to my British friends ,['race'],social
"I’m trans, and I don’t care if we were ‘born this way’. Neither should you | Shon Faye ","['lgbt rights', 'gender']",social
How can the UN fight inequality when it doesn’t pay its interns? ,['work & careers'],social
How to charm with email etiquette ,['work & careers'],social
Is it ok to cry in the workplace? Dean Burnett ,['work & careers'],social
A new low in mansplaining – menopause as a metaphor for a failing economy | Catherine Bennett ,"['gender pay gap', 'gender']",social
US promotes gay rights at United Nations with Broadway musical visit ,['lgbt rights'],social
The Guardian view on the ‘yellowface’ casting row: classical music has a diversity problem | Editorial ,['race'],social
Young black people nine times more likely to be jailed than young white people – report ,['race'],social
What can ?Gil Scott-Heron ?teach Rupert Murdoch about blackness???  ,['race'],social
‘This is a huge step for us’: jubilation as Saudi women allowed to drive ,['gender'],social
"Denial, obfuscation, apathy: why it’s so hard to get Islamophobia on the political agenda | Miqdaad Versi ",['race'],social
Dynamo Kyiv stadium chief suggests segregating black fans to combat racism  via @guardian_sport,['race'],social
'I was leaving a shop and security stopped me. I was four': young people on why they are marching against racism ,['race'],social
Gender equality is not a ‘women’s issue’ – it’s good for men too | Julia Gillard | Opinion | The Guardian ,['gender'],social
The White Pube: meet the emoji-using art critics who hate art criticism ,['race'],social
Taylor Swift accused of racism in 'African colonial fantasy' video ,['race'],social
Lily Allen blasts 'offensive' X Factor contestant Honey G | Music | The Guardian ,['race'],social
Tory Islamophobia row: 15 suspended councillors quietly reinstated ,['race'],social
Model Hanne Gaby Odiele reveals she is intersex ,['gender'],social
'I'd bottom for Hillary' betrays gay culture's struggle for equality | Zach Stafford ,"['gender', 'lgbt rights']",social
The virus that stole Christmas: meet the Santas giving this season a miss ,['gender'],social
Thousands protest in Poland against rightwing government ,['human rights'],social
Readers recommend: songs about being a man or woman | Peter Kimpton ,['gender'],social
Leonard Woodley obituary ,['race'],social
Cohabiting couples fastest growing family type – ONS ,['lgbt rights'],social
Meghan Markle's wedding was a rousing celebration of blackness ,['race'],social
Redcar looks to rise from the ashes after steelworks blow,['job losses'],social
Todd Solondz: 'I have weak moral fibre. I wish I were stronger' ,['race'],social
How to sell grooming products to men? Plaid designs and pine scents | Krista Burton ,['gender'],social
Italian officials and German firm face legal action over Saudi arms sales ,['human rights'],social
Cultural appropriation in America can be audacious. Just look at the Ku Klux Klan | Michael W Twitty ,['race'],social
Working mothers are good for children – but the guilt trips will keep coming | Polly Toynbee ,['work & careers'],social
The tipping minefield: who actually pockets your cash? ,['work & careers'],social
Three ways for UK schools to improve their race relations now ,['race'],social
CV and job application spelling test – take our quiz ,['work & careers'],social
Manifestos fail to fix young jobseekers’ woes so we need steps that work| Martin Bright ,['work & careers'],social
Women's Equality party to fight for free childcare and equal parental leave ,['gender'],social
Another black teen killed by Cleveland police as mother asks: 'Why? What happened? ,['race'],social
Shamima Begum: Sajid Javid labelled ‘moral coward’ over baby death ,['human rights'],social
The Guardian view on the pandemic's impact on women: sound the alarm | Editorial ,"['work & careers', 'race']",social
Join a five-a-side team just to find work? Meritocracy really is on its last legs | Peter Fleming ,"['work & careers', 'employment law']",social
"We're suing to hold Trump accountable for 'treasonous acts', NAACP chief says ",['race'],social
W Kamau Bell: 'History will prove that I was right to interview Richard Spencer' ,['race'],social
Joanna Lumley won’t take shortage of ladies’ loos sitting down | Rebecca Nicholson ,['gender'],social
From Jeanette Winterson to John Irving: John Boyne on the best books about gay life ,['lgbt rights'],social
Woman alleges attack by white nationalists after Nashville rally ,['race'],social
Iran refuses to free student activist Bahareh Hedayat after six years in jail ,['human rights'],social
Sweep of arrests hits US neo-Nazi group connected to five murders ,['race'],social
Obama's reply to a trans woman proves LGBT advocacy stops at gay marriage ,['lgbt rights'],social
You can’t judge art on the basis of who reviews it | Catherine Shoard ,"['race', 'gender']",social
Stonewall and Primark criticised for Pride T-shirts made in Turkey ,['lgbt rights'],social
Exercise didn’t disappear with the Greeks and Romans | Letters ,['gender'],social
Cultural clash: the trouble with writing about the lives of others ,['race'],social
Furloughed ethnic minorities and young hit hardest by job losses ,"['job losses', 'race']",social
Nottingham Forest issue suspension over 'racist' posts aimed at Derby's Duane Holmes ,['race'],social
"Three-quarters of mothers now in work, figures reveal ",['work & careers'],social
"I love my job, but my boss is a real problem ",['work & careers'],social
HSBC boss John Flint resigns 'by mutual agreement' ,['job losses'],social
Uncovering the brutal truth about the British empire ,['human rights'],social
"With queer spaces closed due to Covid, I feel more disconnected than ever from who I am | Benjamin Riley ",['lgbt rights'],social
Black British authors top UK book charts in wake of BLM protests ,['race'],social
Career paths: how these apprentices from the 1990s reached the top ,['work & careers'],social
Julia Gillard's advice to Hillary Clinton: call out any sexism early ,['gender'],social
Anti-Nazi League founders call for new national campaign ,['race'],social
The movement to defund police has won historic victories across the US. What's next? ,['race'],social
Tech leaders say visa cap removal may not solve UK skills shortage,"['job losses', 'work & careers']",social
Monsoon Accessorize jobs at risk after decision to close joint shops,['job losses'],social
"New Look considers shutting 60 UK stores – 1,000 jobs at risk",['job losses'],social
UK house price boom will collapse once buyers lose their jobs,['job losses'],social
Why the four-day week could help solve Britain’s inequality problem | Aidan Harper ,"['work & careers', 'gender', 'gender pay gap']",social
"New year, new start: CV and cover letter advice for 2016 – live chat 1-3pm GMT today ",['work & careers'],social
Metropolitan police extend controversial spit hood trial across London ,['human rights'],social
Amazon to stop selling books that frame LGBTQ+ identities as mental illness ,['lgbt rights'],social
Harper's Bazaar Megan Thee Stallion cover sparks representation controversy ,['race'],social
"One in 3 UK workers are in the wrong job, ONS figures claim ",['work & careers'],social
Why do some men coerce sex? | Don Greif ,['gender'],social
Nicola Sturgeon speaks about her miscarriage at 40 ,['gender'],social
Kerry James Marshall named most influential contemporary artist ,['race'],social
Wanderlust: how to become a remote worker – live chat ,['work & careers'],social
"White nationalists? Alt-right? If you see a Nazi, say Nazi | Lindy West ",['race'],social
'Who knows what's around the corner?' Bolton and Crawley react to Sunak's plans ,['job losses'],social
The Good Agency wins major grant to boost diversity in publishing ,"['race', 'lgbt rights']",social
"Imagine if the Nazis ran Hollywood. If you’re Tim Allen, you don’t have to ",['race'],social
"So: Bulgaria bad, England good? Actually this is not as black and white as it seems | Marina Hyde ",['race'],social
Black students on Oxbridge: 'we need to change the narrative'  ,['race'],social
Boots Riley attacks Spike Lee over ‘made up’ BlacKkKlansman ,['race'],social
Chelsea fans took flag with SS death’s head to Budapest for Vidi game ,['race'],social
Magid Magid: 'If you try to be everyone’s cup of tea you might as well be a mug' ,['race'],social
Women's Tennis Association criticised for 'best dressed' poll  via @guardian_sport,['gender'],social
Sudanese journalist could face death sentence for crimes against state ,['gender'],social
Donations to Black Lives Matter UK and other groups top £1m ,['race'],social
"Question Time is broken – here are five ways to fix it
 ",['race'],social
"We’ve got the degrees, so why do Muslim women struggle to get jobs? | Aina Khan ","['gender', 'work & careers']",social
The first female undertaker for Ebola victims ,['gender'],social
Flirting with disaster – Elizabeth Wood on her explosive film debut ,['race'],social
Two-thirds of women in Papua New Guinea suffer domestic abuse – how can it be stopped?  via @GuardianGDP,['gender'],social
Billie Jean King: ‘Be ahead of your time – that’s what you have to do’ |,"['lgbt rights', 'gender']",social
"Maryland prison guards mistreated transgender inmate, judge says ",['lgbt rights'],social
"To Sir, With Love author ER Braithwaite dies aged 104 ",['race'],social
Masculinity is back! The lesbian comics rediscovering their butch side ,['gender'],social
Who are Generation Z? The latest data on today's teens ,['gender'],social
Opioids: poverty is the culprit | Letters ,['human rights'],social
UK ministers accused over impact of Covid on minorities and disabled people ,['race'],social
Supreme court rules Bush officials cannot be sued over 9/11 detentions ,['race'],social
Car industry leaders blame Brexit for UK collapse in investment | Philip Inman ,['job losses'],social
Russia racism debate rages after stunt with Obama impersonator and banana ,['race'],social
"British troops breached Geneva conventions in Iraq, high court rules ",['human rights'],social
Cadbury investors taking more cash lose out on Kraft takeover deal,['job losses'],social
Jeremy Corbyn faces backlash over women-only train carriages idea ,['gender'],social
Ferguson police: federal report finds sweeping racial discrimination ,['race'],social
Girls’ school shoes are hobbling their chances in life | Anna Kessel ,['gender'],social
Windrush victims voice shock at scandal's political consequences ,['race'],social
Coalition of activists affiliated with Black Lives Matter outline policy agenda ,['race'],social
Number of female judges in UK 'snowballing' despite equality row ,['gender'],social
‘One woman told me sex with a black man was on her bucket list’ ,['race'],social
UK Atlantic Records boss resigns over Run-DMC fancy dress ,['race'],social
Bobi Wine attacks Kanye West over Museveni meeting ,['human rights'],social
A Welsh ice-cream parlour helped me accept my childhood | Rhiannon Lucy Cosslett ,['work & careers'],social
Mexico City murders put defenders of women's rights on high alert | Nina Lakhani ,"['human rights', 'gender']",social
Can Bozoma Saint John repair Uber's troubled image? ,['gender'],social
Man pleads guilty to pulling off Muslim woman's hijab during US flight ,['race'],social
Firms paying poor wages are the real benefit cheats ,['work & careers'],social
The legacy of leaving old industrial Britain to rot is becoming clear | Larry Elliott ,['job losses'],social
AA agency worker has contract terminated after breaking leg ,['employment law'],social
Leaving EU 'could cause catastrophic worker shortages' ,['work & careers'],social
Republican Steve King condemned for 'disgusting' remarks on Katrina victims ,['race'],social
Rightwing protesters clash with police in central London ,['race'],social
George Clooney calls for hotel boycott over Brunei's LGBT laws ,['lgbt rights'],social
'They looked like Isis': masked raid led to 'kidnapping' at Chicago police site ,['human rights'],social
Hidden gay British histories take centre stage 50 years after decriminalisation ,['lgbt rights'],social
Black people more likely to have force used against them by police ,['race'],social
‘Urban’ sounds: it’s time to stop using this hackneyed term for black music ,['race'],social
"Even in the age of Trump, Europe still takes its cues from America | Natalie Nougayrède ",['race'],social
Tata Steel: ministers start hunt for buyers for British assets ,['job losses'],social
National Gallery lecturers win right to be recognised as workers ,"['employment law', 'work & careers']",social
I shaved off my afro because I felt like it. That's all ,['race'],social
Pleased by a show of jazz hands (or boos) | Letters ,['gender'],social
"If we win the fight to let refugees into Fortress Britain, the world will take note | Marienna Pope-Weidemann ",['human rights'],social
General Motors seeks to reassure Vauxhall on UK job losses,['job losses'],social
"Black people four times more likely to die from Covid-19, ONS finds ",['race'],social
Saudia Arabia elections: ‘It will be enough even if one woman wins’ ,['gender'],social
"I'm with Jennifer Lawrence, F-that to being 'adorable' at work ",['work & careers'],social
New Orleans mayor lays out broad plan to rid city of Confederate relics ,['race'],social
"Zero-hours contract numbers rise to almost 700,000 in UK ",['work & careers'],social
First ads banned for contravening UK gender stereotyping rules ,['gender'],social
Foreign Office defends Raab remarks on trade with rights abusers ,['human rights'],social
Labour launches campaign against 'historic mistake' of ending furlough,['job losses'],social
"Equalities minister Kemi Badenoch must apologise or be sacked, says peer ",['race'],social
"Akala: ‘As I grew up, I became embarrassed by my mother’s whiteness' ",['race'],social
A year of Covid crisis: a glimmer of economic hope at the end of the tunnel,['job losses'],social
Black MPs tell of being confused with other politicians ,['race'],social
Was Yoda a Medieval monk? It takes a museum curator to tell you ,['work & careers'],social
David Lammy praised for response to LBC caller who said he was 'not English' ,['race'],social
'Tambourine Army' hits back against sexual violence in the Caribbean ,['gender'],social
UK employers 'pause' job hiring as demand falls to seven-year low ,['work & careers'],social
"Financial strain on young people is easing, official figures show ",['work & careers'],social
Why did Tulip Siddiq have to vote in person? Cold Conservative calculation | Elizabeth Nelson ,['discrimination at work'],social
String of British firms switch over to four-day working week | World news | The Guardian ,['work & careers'],social
"Australia broadly tolerant but pockets of intense prejudice remain, report shows ",['race'],social
'Praying the gay away' trauma: survivors crusade to ban conversion therapy ,['lgbt rights'],social
How the ‘homophobic Muslim’ became a populist bogeyman | Moustafa Bayoumi ,['lgbt rights'],social
"Hate crimes, honour killings and FGM: how The Handmaid's Tale captures our age of fear ",['lgbt rights'],social
63% of gains from the income tax giveaway in budget will go to men ,['gender pay gap'],social
Pregnant then screwed: how gagging contracts are used to silence sacked mothers ,['work & careers'],social
Bafta’s efforts to improve diversity make me cautiously optimistic | Bridget Minamore ,"['race', 'lgbt rights']",social
London may be rich but many of its people are poor ,['work & careers'],social
Sex worker launches legal challenge against NI prostitution ban ,['human rights'],social
"Take heart, Colin Kaepernick. They hated us in the 1960s too | Charles E Cobb, Jr ",['race'],social
‘This is the chance the war gave us – to empower women’ via @GuardianGDP ,['gender'],social
George Floyd killing triggers wave of activism around the world ,['race'],social
UK labour market tsar vows to jail rogue bosses ,['work & careers'],social
Working class versus minorities? That’s looking at it the wrong way | Kenan Malik ,['race'],social
"Queer British Art review 1861-1967 – strange, sexy, heartwrenching | Adrian Searle ",['lgbt rights'],social
Rentokil may receive millions from sale of City Link assets ,['job losses'],social
"Investigatory powers bill not fit for purpose, say 200 senior lawyers ",['human rights'],social
Detroit-area police officer charged with assault of black man at traffic stop ,['race'],social
Race to Dinner: can one meal get you to admit your own prejudice? ,['race'],social
My three-point plan for BBC reform | Lenny Henry ,['race'],social
"I won’t cry for Homebase, but I fear for our high streets | Stephen Moss ",['job losses'],social
Murders of LGBT and HIV-positive people in the US rise 11% in 2014 ,['lgbt rights'],social
Greek election 2015: Golden Dawn exploits atmosphere of austerity-driven despair ,['race'],social
Anger as Chinese media claim harassment is just a western problem ,['gender'],social
Green party calls for Free Time Index to replace GDP measure ,['work & careers'],social
How can 50 people be snatched from their families and deported to Jamaica? | Zita Holbourne ,['human rights'],social
Wakefield Trinity owner backs players who collectively failed to take a knee ,['race'],social
Spanish trial of soldiers who killed priests raises hopes of ending impunity in El Salvador ,['human rights'],social
How black women's bodies are violated as soon as they enter school ,"['gender', 'race']",social
'No good Nazis': James Murdoch criticises Donald Trump over Charlottesville ,['race'],social
Gina Yashere: 'The role I wish I'd taken? I wasn't offered enough' ,['race'],social
"Fury as Lloyds closes Cheltenham &amp; Gloucester branches and cuts 1,660 jobs",['job losses'],social
The Dominican Republic's mass Haitian deportation reflects its racist history | Jason Nichols ,['race'],social
Edinburgh's Jenners store on Princes Street to close on 3 May ,['job losses'],social
Mario review – when gay footballers fall in love ,['lgbt rights'],social
"Skills shortage costs British businesses £2bn a year, survey finds ",['work & careers'],social
"Laptop, wifi, wanderlust: the rise of the digital nomad ",['work & careers'],social
Spanish court upholds 'Wolf Pack' verdict of sexual abuse ,['gender'],social
What induces men to imitate the Christchurch massacre? | Jeff Sparrow ,['race'],social
Health and Safety Executive ends Brunei project over gay sex law ,['lgbt rights'],social
Church of England in turmoil as synod rejects report on same sex relationships ,['lgbt rights'],social
Women’s March organisers issue rallying call to Britons ,['gender'],social
Tim Farron says he doesn't believe being gay is a sin ,['lgbt rights'],social
Vogue Brazil director resigns over birthday photos evoking slavery ,['race'],social
The Uber driver trying to support his family: 'We are not earning enough' ,['work & careers'],social
Why 2017 won't be the year women get paid the same as men ,['gender'],social
George Osborne must understand the IMF role is no popularity contest,['job losses'],social
TUC leader Brendan Barber presses for £2bn work scheme for long-term unemployed,['job losses'],social
England's Joe Root praised for response to alleged homophobia ,['lgbt rights'],social
Majority of 450 staff at yacht maker Fairline made redundant,['job losses'],social
"Claudia Rankine wins $625,000 MacArthur 'genius grant' ",['race'],social
Prominent white nationalist tweets picture of his White House visit ,['race'],social
Too many parents in Hollywood should know: representation matters | Rebecca Carroll ,['race'],social
Trump attorney general pick accused of racial slur against black official in 1981 ,['race'],social
Taylor Swift’s trial leaves one lesson: we must all fight workplace harassment | Abigail Edge ,"['gender', 'work & careers']",social
How to avoid the top five most common job interview mistakes ,['work & careers'],social
Buzz Bingo to close 26 halls across UK with loss of up to 573 jobs ,['job losses'],social
New heights: the minority ethnic hiking clubs opening up rural Britain ,['race'],social
What's it like being LGBT in Russia? Share your stories ,['lgbt rights'],social
'I never thought I was beautiful': Neelam Gill and the fight against the pressure to be pale ,['race'],social
UK supreme court backs woman's right to receive late partner's pension ,['work & careers'],social
BMA calls for Home Office to phase out immigration removal centres ,['human rights'],social
Welsh Anglican church apologises to gay and lesbian people ,['lgbt rights'],social
"Redcar steel plant to close with 1,700 job losses",['job losses'],social
Church of England bishops 'delaying same-sex equality' move ,['lgbt rights'],social
"Women work for free for two months a year, says TUC analysis ",['gender pay gap'],social
Share your views on the Human Rights Act via @GuardianWitness  ,['human rights'],social
Black history matters to everyone – it’s a crucial part of our nations’ story | Lonnie Bunch ,['race'],social
A survival guide for working parents: how to balance family and career ,['work & careers'],social
Black women are more vulnerable to Aids. So why aren’t they being helped? | Juliet Reid ,['race'],social
'Despicable in a pandemic': fury as UK universities plan job cuts,['job losses'],social
Party on! How offices are keeping the Christmas spirit alive ,['work & careers'],social
Angry about the salaries of BBC stars? They are the least of our worries | Abi Wilkinson ,['work & careers'],social
"BBC should have defended Naga Munchetty, says Breakfast co-host ",['race'],social
Same-sex divorce comes to Alabama but gay marriage is still on hold ,['lgbt rights'],social
"Adam Rippon, John Curry and figure skating's complex history with gay athletes ",['lgbt rights'],social
"RuPaul's Drag Race recap: season 12, episode three ",['lgbt rights'],social
Striving for pay parity for ethnic minorities | Letter ,"['work & careers', 'race']",social
Chinese official: claims of racial targeting are 'reasonable concerns' ,['race'],social
Keira Knightley underestimates Cinderella – she’s a hustler and a baller | Arwa Mahdawi ,['gender'],social
Minister apologises to couple wrongly accused of sham marriage ,['human rights'],social
"Redcar steelworks owner goes into liquidation threatening all 2,200 jobs",['job losses'],social
Why can't Britain handle the truth about Winston Churchill? | Priyamvada Gopal ,['race'],social
House of Fraser website set to reopen after distribution deal,['job losses'],social
Martha Lane Fox condemns bias against women in tech sector ,"['discrimination at work', 'gender', 'work & careers']",social
Leave.eu’s cartoon is not just racist – it’s worse than that | Andrew Brown ,['race'],social
Maldives rejoins Commonwealth after evidence of reforms ,['human rights'],social
Church of England appoints most senior female bishop ,['gender'],social
'Blackness will never go away': how Solange takes pride in her roots ,['race'],social
Forgotten hero of the '68 podium protest | Letters ,['race'],social
Out-of-hours childcare: expensive and ever harder to find ,['work & careers'],social
"SFO launches inquiry into Gupta firms, including Greensill finance links",['job losses'],social
Mind your language and step into your boss's shoes: how to speak up at work ,['work & careers'],social
"UK gig economy workers exposed to virus, union warns ",['employment law'],social
Shirley Jackson's mothering memoirs peel back the treacle of Mother's Day ,['gender'],social
Back to the rivers of blood: Enoch Powell returns to a divided Britain ,['race'],social
Is atheism the reason for Ta-Nehisi Coates' pessimism on race relations? | Daniel Steinmetz-Jenkins ,['race'],social
At least 150 people executed in Saudi Arabia for second year in row ,['human rights'],social
#Notmymermaid: the Disney row is ridiculous – who knows what mermaids look like? ,['race'],social
Confusion and concern over UK coronavirus back-to-work advice ,['work & careers'],social
"If you say being gay is not African, you don’t know your history | Bisi Alimi ",['lgbt rights'],social
Bake Off is PC? Show me a reality show that isn’t contrived | Gaby Hinsliff ,['race'],social
"'For me, it was everything': the trailblazing school for trans people | Natalie Alcoba ",['gender'],social
Off-licence firm Oddbins warns of job losses,['job losses'],social
"Trump fears terrorists, but more Americans are shot dead by toddlers | Gary Younge ",['race'],social
Engineer says Uber hired firm to investigate her after she reported sexual harassment ,['gender'],social
"British pay growth slows, while labour market remains healthy ",['work & careers'],social
UK supreme court backs bakery that refused to make gay wedding cake ,['lgbt rights'],social
Tui to shut 166 UK and Ireland stores as Covid-19 hammers travel,['job losses'],social
Breonna Taylor decision: fresh protests expected across US ,['race'],social
