headline,guardian_keywords,esg_category
Tax avoiders may be 'named and shamed' by HMRC,"['tax avoidance', 'corporate governance']",governance
Sir Martin Sorrell's pay plunges from £70m to £48m ,['executive pay and bonuses'],governance
Starbucks executive denies lying over UK losses,"['tax avoidance', 'corporate governance']",governance
Soriot rewarded with 5% pay rise after repelling Pfizer takeover bid ,['executive pay and bonuses'],governance
Breaking Bad to the Paradise Papers: all you need to know about money laundering,"['tax avoidance', 'tax havens', 'corporate governance']",governance
Cupertino's mayor: Apple 'abuses us' by not paying taxes ,['tax havens'],governance
The government should withdraw its job offer to this Amazon executive | Margaret Hodge ,"['tax avoidance', 'corporate governance']",governance
Time for Goldman Sachs shareholders to get real on bonuses,['corporate governance'],governance
Don’t blame Panama for the Panama Papers | Isabel Saint Malo de Alvarado ,"['tax havens', 'tax avoidance', 'corporate governance']",governance
HSBC faces fresh attack by investors,['corporate governance'],governance
Europe needs refashioning to address its anger and fears,"['tax avoidance', 'corporate governance']",governance
Who’d be a senior banker now that bonus season has begun? ,['executive pay and bonuses'],governance
The Guardian view on tax dodging: a creative industry that demands an equally creative response,"['tax avoidance', 'corporate governance']",governance
End of the road for one-stop property shop,['corporate governance'],governance
Scardino admits using shares to back loan,['corporate governance'],governance
Experts dismiss HMRC's shrinking tax gap estimate,"['tax avoidance', 'corporate governance']",governance
'This is not about gentrification’: the pie shop reviving an Anfield street,['corporate governance'],governance
Royal Mail’s attempt to block strike won’t sort this bitter dispute,['corporate governance'],governance
Crash of the cult,['corporate governance'],governance
Whistleblower at HBOS attacks ‘ludicrously bad’ City regulation,['corporate governance'],governance
McDonald's to scrap Luxembourg tax structure ,"['tax avoidance', 'corporate governance']",governance
"Budget 2013: anti-tax-avoidance measures to save £3bn, chancellor says","['tax avoidance', 'corporate governance']",governance
MEPs urge parliamentary inquiry into tax deals in wake of Luxleaks ,"['tax avoidance', 'corporate governance']",governance
Next calls shareholder meeting over dividend glitch,['corporate governance'],governance
John Lewis: never knowingly understaffed?,['corporate governance'],governance
Uber unveils former banker as new UK chairwoman,['corporate governance'],governance
Persimmon's former CEO fails to set up charity after pledging portion of £75m bonus ,['executive pay and bonuses'],governance
Cadbury's owner paid no UK tax last year ,"['tax avoidance', 'corporate governance']",governance
Shareholders need a binding vote on executive pay,"['executive pay and bonuses', 'corporate governance']",governance
Banks 'knew of Enron scam',['corporate governance'],governance
Philip Green owes us BHS workers much more than ‘up to’ £363m,['corporate governance'],governance
UK will act alone against tech giant tax avoidance if global solution falters ,"['corporate governance', 'tax avoidance', 'tax havens']",governance
Persimmon says profits will beat forecasts as it gives chief £110m bonus ,['executive pay and bonuses'],governance
£75m bonus given to housebuilding firm boss 'despite shoddy homes' ,['corporate governance'],governance
LSE row shows why companies need to be more transparent ,['executive pay and bonuses'],governance
Treasury targets Facebook and Google with 'fair' tax system,"['tax avoidance', 'corporate governance']",governance
EU states back plan to expose big companies' tax avoidance ,['tax avoidance'],governance
Grant Thornton chief resigns after anonymous attack,['corporate governance'],governance
Belgium targets £390m in unpaid tax as HSBC considers job cuts,['corporate governance'],governance
DP World pledges to appeal after exposure of £14m tax relief scheme,"['tax avoidance', 'corporate governance']",governance
Budget 2012: Osborne accused of being soft on big business tax dodges,"['tax avoidance', 'corporate governance']",governance
"With penalties so weak, tax evasion is worth the risk | Polly Toynbee ","['tax avoidance', 'corporate governance']",governance
MPs approve new FCA chair despite tax avoidance admission ,"['tax avoidance', 'corporate governance']",governance
HSBC chief sounds alarm over financial regulation and Brexit ,['corporate governance'],governance
How Labour and Tory duo teamed up to win tax haven U-turn ,"['tax havens', 'corporate governance', 'tax avoidance']",governance
May's CBI speech was a U-turn disguised as verbal gymnastics ,['corporate governance'],governance
Why France's big brands love a foundation,['corporate governance'],governance
"Land Registry sell-off 'is short-term profiteering', warns Labour MP ",['tax avoidance'],governance
'Stop pussyfooting on tax dodging': Corbyn to attack David Cameron ,"['tax avoidance', 'corporate governance', 'tax havens']",governance
Will Adidas garment workers share in its World Cup profit?,['corporate governance'],governance
Enron directors fail to convince senators of their innocence,['corporate governance'],governance
FT journalists stop pay talks over former editor's £1.9m pay ,['executive pay and bonuses'],governance
"A charity is for life, not just for Christmas",['corporate governance'],governance
Rich pickings at the Institute of Directors' beanfeast,['corporate governance'],governance
Workers on boards: the idea is not going away,"['corporate governance', 'executive pay and bonuses']",governance
Sir Philip Green: rise and fall of Britain’s ‘king of the high street’,['corporate governance'],governance
"Vote against Sorrell pay award, urge pension fund advisors ",['executive pay and bonuses'],governance
VW chief plans job rotation for key roles to boost oversight ,['corporate governance'],governance
Could Bath University vice-chancellor's latest pay controversy be her last?,"['corporate governance', 'executive pay and bonuses']",governance
TTIP under pressure from protestors as Brussels promises extra safeguards ,['corporate governance'],governance
Dukes and other super-rich are not the only ones who can reduce death duties ,['tax avoidance'],governance
Stelios threatens legal action over former easyJet chief's £1m bonus,"['executive pay and bonuses', 'corporate governance']",governance
The investors aren’t happy. But Mike Ashley doesn’t have to care,['corporate governance'],governance
Jersey threatens to break with UK over tax backlash,"['tax avoidance', 'corporate governance']",governance
O'Reilly braced for latest challenge over INM board,['corporate governance'],governance
Universities need to shift power and money from top to bottom | Letters ,['executive pay and bonuses'],governance
Brussels must fight and beat McDonald’s in the battle for tax justice ,['tax havens'],governance
OECD report reveals bribes in company deals average $14m,['corporate governance'],governance
"For the Russian state, the poisoning of Alexei Navalny was simply business | Oliver Bullough ",['tax havens'],governance
How to stop the super-rich looting our wealth: make it illegal | Phil McDuff ,"['tax avoidance', 'tax havens', 'corporate governance']",governance
Two face trial over Parmalat,['corporate governance'],governance
Tax campaigners study multinationals' enthusiasm for going Dutch,"['tax avoidance', 'corporate governance']",governance
We will not rest until the companies behind the Grenfell fire are held to account,['corporate governance'],governance
Trump expected to give evidence for Conrad Black,['corporate governance'],governance
Toshiba boss quits over £780m accounting scandal,['corporate governance'],governance
More shareholders criticise Sports Direct's corporate governance,['corporate governance'],governance
"Sky takeover is back on – the regulator did not say 'no', but 'maybe' ",['executive pay and bonuses'],governance
Pension experts call for scrutiny over Sports Direct sale of Dunlop Slazenger ,['corporate governance'],governance
The long arm of corporate influence,"['corporate governance', 'tax avoidance']",governance
The sale of state assets such as Northern Rock raises issues about tax,"['tax avoidance', 'corporate governance']",governance
Connaught shares crash on news of cash shortage,"['executive pay and bonuses', 'corporate governance']",governance
"If the bankers want the gain they should feel the pain, says @Freedland  ",['corporate governance'],governance
Apple tax: EU commissioner defends €13bn ruling ,"['tax avoidance', 'corporate governance']",governance
Hut Group to fund private security team for founder Matthew Moulding ,"['corporate governance', 'executive pay and bonuses']",governance
WPP poised to return to UK – but how many are following suit?,['corporate governance'],governance
"Treat tax dodgers more harshly than benefit cheats, says Guardian/ICM poll","['tax avoidance', 'corporate governance']",governance
Jean-Claude Juncker can’t shake off Luxembourg’s tax controversy,"['tax avoidance', 'corporate governance']",governance
Panama Papers: US launches criminal inquiry into tax avoidance claims ,"['tax avoidance', 'corporate governance', 'tax havens']",governance
Tory donor's role at corporate watchdog under scrutiny,['corporate governance'],governance
"Tax evasion crackdown will raise £62bn for G20 nations, says OECD","['tax avoidance', 'corporate governance']",governance
WorldCom is a scandal but not a catastrophe,['corporate governance'],governance
Barclays: Enron bankruptcy will not affect business,['corporate governance'],governance
EU bank's alleged lack of transparency 'like something out of a Le Carré novel' ,['corporate governance'],governance
Banks paid millions in bonuses weeks before ban on cash rewards ,['executive pay and bonuses'],governance
GlaxoSmithKline accused of bribing doctors in Poland,['corporate governance'],governance
Sir John Peace suffers latest shareholder revolt at Experian,"['corporate governance', 'executive pay and bonuses']",governance
Candidates to succeed Sir Stuart Rose had to convince investors to back them,['corporate governance'],governance
Ex-Merrill staff jailed for fraud,['corporate governance'],governance
Offshore wealth: loopholes found in EU anti-tax evasion rules ,['tax avoidance'],governance
Joe Lewis offers peace terms in Mitchells &amp; Butlers boardroom row,['corporate governance'],governance
Malta's president under pressure from MEPs over corruption claims ,['tax havens'],governance
M&amp;S fashion chief will leave behind £1.7m as she departs Halfords ,['executive pay and bonuses'],governance
"Sports Direct shareholders should vote against board, leading advisers say",['corporate governance'],governance
Business review of the year 2011,['corporate governance'],governance
Cryonics debate: 'Many young scientists are afraid to hurt their careers' ,['ethics'],governance
Enron faces ruin as Dynegy rescue collapses,['corporate governance'],governance
Greece asks IMF chief for more information on death threat claims,"['tax avoidance', 'corporate governance']",governance
Mining firm under fire over tax payments in Zambia,"['tax avoidance', 'corporate governance']",governance
Multinational tax avoiders had better beware the 'unappreciative taxpayer',"['tax avoidance', 'corporate governance']",governance
Common-sense solution to Rank Group takeover dilemma,['corporate governance'],governance
Enron suffers biggest collapse in corporate history,['corporate governance'],governance
White House releases papers,['corporate governance'],governance
Don't call Howard Schultz a billionaire. He's a 'person of means',"['tax avoidance', 'corporate governance']",governance
Scientists seek crowdfunding for paedophilia drug trial ,['ethics'],governance
Can a business ever source responsibly from a war zone?,['corporate governance'],governance
Chairmen with more than one job make a comeback,"['corporate governance', 'executive pay and bonuses']",governance
Google chief Eric Schmidt to meet David Cameron after tax row,"['tax avoidance', 'corporate governance']",governance
Wetherspoons shareholders call time on pro-Brexit politics in pubs,['corporate governance'],governance
Tyco faces inquiry over UN scheme,['corporate governance'],governance
Britain's tax rules – now written for and by multinationals,"['tax avoidance', 'corporate governance']",governance
Miliband's abolition: Many have tried to close non-dom loophole – all have failed ,"['tax avoidance', 'corporate governance']",governance
HSBC's elevation of Douglas Flint flouts best boardroom practice,['corporate governance'],governance
Rebellious shareholders have nothing to lose but greed and poor returns,"['executive pay and bonuses', 'corporate governance']",governance
"UK vulnerable to money laundering on a massive scale, find MPs ",['tax avoidance'],governance
TTIP under pressure from protesters as Brussels promises extra safeguards,['corporate governance'],governance
HSBC non-exec John Thornton must act now to clear the air,['corporate governance'],governance
Treasury outlines plans for protecting bank clients,['corporate governance'],governance
Panama Papers: 10 ways for the UK to get its house in order,"['tax avoidance', 'corporate governance', 'tax havens']",governance
Lloyd's of London takes to City pubs to stamp out bad behaviour ,['corporate governance'],governance
Labour needs Clement Attlee's spirit – but not his strategic blunder,['corporate governance'],governance
Asic appeals judge's 'wagyu and shiraz' ruling on Westpac lending ,['corporate governance'],governance
Amazon to begin paying corporation tax on UK retail sales,['corporate governance'],governance
The Guardian view on Britain out of the EU: a treasure island for rentiers,['corporate governance'],governance
This is the year for Europe to put its tax house in order | Margrethe Vestager and Pierre Moscovici ,"['tax avoidance', 'corporate governance']",governance
US doctor's intervention in Charlie Gard case 'raises ethical questions' ,['ethics'],governance
Vodafone pays no UK corporation tax for second year running,"['tax avoidance', 'corporate governance']",governance
LuxLeaks whistleblower avoids jail but is convicted of theft ,['tax avoidance'],governance
City lawyers defy courts over Enron,['corporate governance'],governance
"As HSBC shows, we’ve been timid and pathetic in dealing with tax dodgers","['tax avoidance', 'corporate governance']",governance
UK losing millions in VAT from non-EU sellers on Amazon and eBay ,['tax avoidance'],governance
The seven Republican super-donors who keep money in tax havens ,"['tax havens', 'tax avoidance']",governance
Man Group wins Refco auction,['corporate governance'],governance
David Cameron tackled by Exeter student over his father's tax affairs ,"['tax avoidance', 'corporate governance']",governance
Lehman whistleblower lost his job weeks after raising alarm,['corporate governance'],governance
Simon Murray richly deserves his mauling,['corporate governance'],governance
Worldpay float would be largest IPO since 2011,['corporate governance'],governance
Revealed: how AstraZeneca avoids paying UK corporation tax ,"['corporate governance', 'tax avoidance']",governance
MPs summon PwC tax chief to attend Luxembourg tax deal hearing,"['tax avoidance', 'corporate governance']",governance
Directors come under fire over Cattles' slack reporting policy,['corporate governance'],governance
Snap's young billionaires are the kings of America's new shareholding monarchy ,['corporate governance'],governance
David Cameron and family 'will not gain from offshore funds in future' ,"['tax avoidance', 'tax havens']",governance
Vodafone UK chief defends company's tax record,"['tax avoidance', 'corporate governance']",governance
Goldman Sachs enters £8bn 'parallel pay universe',"['executive pay and bonuses', 'corporate governance']",governance
WorldCom chiefs 'got IPO sweeteners',['corporate governance'],governance
The low-paid need Britain to reopen. But this outbreak isn’t over ,['corporate governance'],governance
Heads roll at audit firm,['corporate governance'],governance
BBC must face tough questions from MPs on equal pay for women | Letters ,['executive pay and bonuses'],governance
"Southampton says post-Brexit strategy justifies vice-chancellor's £433,000 pay ",['executive pay and bonuses'],governance
Outraged by CEO salaries? It was your shares that approved them,"['corporate governance', 'executive pay and bonuses']",governance
"UK climbs ranking of tax havens, campaign group warns ",['tax havens'],governance
Olympus crisis: shareholder criticises board for lack of answers,['corporate governance'],governance
Another Brexit downside: foreign giants in power grabs for famous British names ,['executive pay and bonuses'],governance
Government to blackball tax avoidance firms from major contracts,"['tax avoidance', 'corporate governance']",governance
Delay to tax havens’ public registers ‘risks national security’ ,"['tax havens', 'tax avoidance']",governance
MPs' corporate governance inquiry: what are the key issues? ,['corporate governance'],governance
Drug firm Shire enjoyed effective tax rate of less than 2% in 2014,"['tax avoidance', 'corporate governance']",governance
Corporate tax chiefs who defend level of compliance are linked to legal disputes,"['tax avoidance', 'corporate governance']",governance
Readers and writers throw the book at Amazon over taxes,"['tax avoidance', 'corporate governance']",governance
Enron founder Lay dies,['corporate governance'],governance
It is not enough for directors to resign over sexism. Business must change,['corporate governance'],governance
Bribery bill finally reaches parliament,['corporate governance'],governance
Enron pair fail to divert workers' pensions,['corporate governance'],governance
Archbishop of Canterbury speaks out over firms using tax havens ,"['tax avoidance', 'corporate governance']",governance
Bono used Malta-based firm to buy Lithuanian shopping centre ,"['tax avoidance', 'tax havens']",governance
Roger Waters review – raging at the dark side of the Earth ,['ethics'],governance
Anti-tax evasion measures approved by EU finance ministers,"['tax havens', 'tax avoidance', 'corporate governance']",governance
Pharmaceutical companies putting health of world's poor at risk,['corporate governance'],governance
Amazon v Donald Trump? Jeff Bezos may soon face his biggest challenge yet,"['tax avoidance', 'corporate governance']",governance
We're losing $240bn a year to tax avoidance. Who really ends up paying?  via @GuardianGDP,"['tax avoidance', 'corporate governance']",governance
Mossack Fonseca raided by organised crime investigators in Panama ,['tax havens'],governance
"AI watchdog needed to regulate automated decision-making, say experts ",['ethics'],governance
BT profits dive by 40% after £225m payout over Italian scandal ,['corporate governance'],governance
Former Dynegy executive jailed for 24 years after $300m fraud,['corporate governance'],governance
Review for Andersen conviction,['corporate governance'],governance
Tax havens are a stain on Britain – the cleanup starts now,"['tax havens', 'tax avoidance', 'corporate governance']",governance
Microfinance and business education key to rural development in Asia,['corporate governance'],governance
Partner says Duncan stretched rules to excess,['corporate governance'],governance
Third HealthSouth finance chief admits fraud,['corporate governance'],governance
Luxembourg and Juncker under pressure over tax deals,"['tax avoidance', 'corporate governance']",governance
Don't blame Starbucks' UK division: this is a problem brewed in Seattle,['corporate governance'],governance
Unilever bins Flora –&nbsp;but butters up its shareholders,"['executive pay and bonuses', 'corporate governance']",governance
Management could be prosecuted for failure to prevent fraud by staff ,['corporate governance'],governance
"EU's tax plans for tech companies will damage growth, US body warns ",['tax avoidance'],governance
Trump thinks not paying taxes is smart. But it's a threat to democracy ,['tax havens'],governance
Ex-WorldCom chief forfeits his money and home,['corporate governance'],governance
Management could be prosecuted for failure to prevent fraud by staff  ,['corporate governance'],governance
The Guardian view on the Panama Papers: secret riches and public rage | Editorial ,['tax havens'],governance
Lloyds hands chief executive £8.5m pay package ,['executive pay and bonuses'],governance
"If Damian Green harassed a woman or lied, he must go | Matthew d’Ancona ",['ethics'],governance
Number of Britons with non-domicile status drops to record low ,['tax avoidance'],governance
ARM workers set to share nearly £400m if SoftBank deal goes through ,['executive pay and bonuses'],governance
Ebbers 'dominated' failed WorldCom,['corporate governance'],governance
Executive pay has only risen by 23%,"['executive pay and bonuses', 'corporate governance']",governance
News Corp raises US shareholder concerns,['corporate governance'],governance
US opens Enron case to extradite British bankers,['corporate governance'],governance
Growing anger at global corruption,"['tax havens', 'tax avoidance', 'corporate governance']",governance
Panama Papers: US launches crackdown on international tax evasion ,"['tax havens', 'tax avoidance']",governance
Patisserie Valerie shareholder says bosses 'putting gun to our heads',['corporate governance'],governance
"Boss of UK’s largest gambling firm GVC takes £150,000 pay cut ",['executive pay and bonuses'],governance
"Prosecute financial advisers who assist in tax avoidance, say MPs","['tax avoidance', 'corporate governance']",governance
There’s a reason for the lack of trust in government and business: corruption,['corporate governance'],governance
Ernst &amp; Young lobbies against tax transparency at Downing Street,"['tax avoidance', 'corporate governance']",governance
Fresh questions for Amazon over pittance it pays in tax,"['tax avoidance', 'corporate governance']",governance
Panama Papers: Iceland calls elections six months early in wake of scandal ,['tax havens'],governance
"City’s bonus culture is bad for customers, the economy and for workers ",['executive pay and bonuses'],governance
Parents lose legal battle to keep brain-damaged UK baby on life support ,['ethics'],governance
"EU tech regulator backs UK plans for digital tax, despite Trump threats ",['tax avoidance'],governance
Agents defend Cristiano Ronaldo and José Mourinho over tax claims ,['tax havens'],governance
The predatory practices of major accountancy firms,"['tax avoidance', 'corporate governance']",governance
Concern grows over influence of Joe Lewis at Mitchells &amp; Butlers,['corporate governance'],governance
How Google determined our right to be forgotten ,['ethics'],governance
Boohoo shareholders demand answers after shares plunge by a third,['corporate governance'],governance
US tech firms make eleventh-hour attempt to halt tax avoidance reforms,"['tax avoidance', 'corporate governance']",governance
Investors refuse to back telecoms chief in protest over pay deal,"['corporate governance', 'executive pay and bonuses']",governance
"Thanks to Trump’s personality disorders, there’s never been a better time to learn how our minds work | Deborah Orr ",['ethics'],governance
Co-op chairman admits board election will change again next year ,['corporate governance'],governance
EU considers full public scrutiny of companies' tax arrangements,"['tax avoidance', 'corporate governance']",governance
Pay gap widens between executives and their staff,"['executive pay and bonuses', 'corporate governance']",governance
The Pension Protection Fund aims to protect pensions – not management,['corporate governance'],governance
KPMG partners receive bumper payouts despite Carillion fallout ,['executive pay and bonuses'],governance
European commission to crackdown on offshore tax avoidance ,"['tax avoidance', 'tax havens', 'corporate governance']",governance
Prudential 'sell' knocks Citigroup,['corporate governance'],governance
Tax avoidance clampdown wins support of G8 leaders,"['tax avoidance', 'corporate governance']",governance
Companies should be forced to say how much tax they pay and where ,"['tax avoidance', 'corporate governance']",governance
"We're broke, says wife of Enron boss who took £200m from firm",['corporate governance'],governance
Gordon Brown: Bankers should have been jailed for role in financial crisis,['corporate governance'],governance
Tesco AGM: nearly half of shareholders fail to back boardroom pay policy,"['corporate governance', 'executive pay and bonuses']",governance
Cineworld faces revolt by shareholders over £208m share scheme,"['executive pay and bonuses', 'corporate governance']",governance
The executive pay party has gone on too long: now it's woken up the investors,"['executive pay and bonuses', 'corporate governance']",governance
BT insists Italian scandal is under control as profits plunge,['corporate governance'],governance
"Most forms of legal tax avoidance are ok, says Nigel Farage","['tax avoidance', 'corporate governance']",governance
Tesco – the crisis that doesn't add up,['corporate governance'],governance
Persimmon bosses must decide how greedy they want to be,"['executive pay and bonuses', 'corporate governance']",governance
"Trump and Clinton share Delaware tax 'loophole' address with 285,000 firms","['tax avoidance', 'corporate governance']",governance
The Treasury should be wary of giving a bailout to Virgin Atlantic | Nils Pratley ,['executive pay and bonuses'],governance
Facebook to close Irish holding companies at centre of tax dispute ,['tax avoidance'],governance
G8: Cameron and Osborne to make final push for tax evasion crackdown,"['tax avoidance', 'corporate governance']",governance
Sports Direct chairman should face the final whistle,['corporate governance'],governance
‘We are responsible members of the global financial community.’ Mossack Fonseca’s response to the Panama Papers ,['tax havens'],governance
Sports Direct boss Mike Ashley faces Findel board defeat,['corporate governance'],governance
The Guardian view on robots as weapons: the human factor ,['ethics'],governance
Leadership poll: elite consultancy McKinsey elects a new chief ,['corporate governance'],governance
Bank and auditors face Parmalat suit,['corporate governance'],governance
Brussels ruling could hit Apple with billions of euros in back taxes ,['tax avoidance'],governance
Andrea Leadsom's time in the City: high-profile roles yet under the radar ,['corporate governance'],governance
The IoD is right to call for more clarity on fund manager pay,"['executive pay and bonuses', 'corporate governance']",governance
Last of Goodwin's RBS directors retires – with £13.5m pension pot,"['executive pay and bonuses', 'corporate governance']",governance
Can Persimmon start building a better reputation? ,['executive pay and bonuses'],governance
Tobacco firms not paying fair share of UK corporation tax – report ,"['tax avoidance', 'corporate governance']",governance
Crisis powers invoked to save Parmalat,['corporate governance'],governance
"From Harvey Weinstein to Shakira, the celebrities with offshore interests ",['tax havens'],governance
Intellectual property is putting circular economy in jeopardy,"['ethics', 'corporate governance']",governance
Dane investigating EU tax deals says Luxleaks trail will lead to fair pay,"['tax avoidance', 'corporate governance']",governance
"Sports Direct workers' rep faces 'uphill struggle', union warns ",['corporate governance'],governance
Mike Ashley running Sports Direct like 'Victorian workhouse' ,['corporate governance'],governance
How to take a serious bite out of corporate tax avoidance,"['tax avoidance', 'corporate governance']",governance
Is BT remuneration committee measuring the right things? | Nils Pratley ,['executive pay and bonuses'],governance
Autonomy co-founder's lawyers attack 'overweening' US extradition effort,['corporate governance'],governance
Corporate governance: Exiled head of BP's troubled Russian venture files complaint over treatment by labour authorities,['corporate governance'],governance
Barclays paid star trader £170m in five years following financial crisis ,['executive pay and bonuses'],governance
European commission outlines further corporate tax proposals,"['tax avoidance', 'corporate governance']",governance
Unilever to ditch Flora and Stork as consumers turn to butter,['corporate governance'],governance
Myners savaged by MPs over his handling of Goodwin pension,"['executive pay and bonuses', 'corporate governance']",governance
Mary Warnock remembered by Onora O’Neill ,['ethics'],governance
Enron losers take revenge on Wall St,['corporate governance'],governance
Fifa president Gianni Infantino pulled into corruption scandal by Panama Papers ,['tax havens'],governance
Stelios Haji-Ioannou poised to block easyHotel chiefs' pay deals,"['executive pay and bonuses', 'corporate governance']",governance
"Highly paid bosses should not get honours, City veteran tells MPs ",['executive pay and bonuses'],governance
Mossack Fonseca serviced Assad cousin's firms despite Syria corruption fears ,['tax havens'],governance
Mike Ashley criticises shareholders of Sports Direct over Keith Hellawell ,['corporate governance'],governance
"First, David Cameron should bring his own tax havens to book","['tax avoidance', 'corporate governance']",governance
Secret tax archives: UK joins move to block MEPs' access ,"['tax avoidance', 'corporate governance']",governance
Donald Trump ‘a bad businessman or a tax cheat – probably both’ ,['tax avoidance'],governance
Centrica pulls out of Enron asset deal,['corporate governance'],governance
Tax avoidance: how big business cuts its bills,"['tax avoidance', 'corporate governance']",governance
Man Group wins Refco bid,['corporate governance'],governance
Mergers and acquisitions madness may be about to stop,['corporate governance'],governance
Sports Direct: global pension funds to vote against Mike Ashley re-election,['corporate governance'],governance
HBOS heat turns on head of new City regulator John Griffith-Jones,['corporate governance'],governance
Roots of Channel Islands' uncertain relationship with UK go back to 1066,"['tax avoidance', 'corporate governance']",governance
Shocking inequality: why San Francisco voted for 'overpaid executive tax' ,['executive pay and bonuses'],governance
Cameron says 'blame me' for government missteps over Panama Papers revelations ,"['tax avoidance', 'tax havens']",governance
Standard Bank: banking services for the poor in South Africa,['corporate governance'],governance
Execs get survival manual,['corporate governance'],governance
Historian berates billionaires at Davos over tax avoidance ,"['tax avoidance', 'corporate governance']",governance
Overseas territories resist calls for concessions to end tax secrecy ,['tax havens'],governance
Ignore the ‘pro-business’ rhetoric: a pro-rich government is anti-business,"['tax avoidance', 'corporate governance', 'executive pay and bonuses']",governance
Executive pay capped at private hospitals during NHS takeover,"['executive pay and bonuses', 'corporate governance']",governance
How Tesco's 'doomsday exercise' helped it cope with the coronavirus,['corporate governance'],governance
Sports Direct warns of 'terminal' House of Fraser problems and €674m tax bill,['corporate governance'],governance
Tax officials call for more resources and better pay after HSBC scandal,"['tax avoidance', 'corporate governance']",governance
Cadbury defends corporate citizenship record in wake of tax revelations,['corporate governance'],governance
Former Enron chairman ordered to testify,['corporate governance'],governance
The Hut Group lifts profit forecast after strong sales in Covid crisis,['corporate governance'],governance
New York's Spitzer files suit against 'spinning' bosses,['corporate governance'],governance
Press Amazon on corporate tax,"['tax avoidance', 'corporate governance']",governance
We mustn't let this Panama Papers anger go to waste,"['corporate governance', 'tax havens']",governance
Break the stranglehold of shareholders,['corporate governance'],governance
Nestlé under fire for marketing claims on baby milk formulas ,['corporate governance'],governance
David Cameron: UK economic growth not as fast as I would like,"['corporate governance', 'tax avoidance']",governance
Return of the firm once dubbed the unacceptable face of capitalism,['corporate governance'],governance
Richard Branson's bailout plea proves there's no one more shameless | Marina Hyde ,['tax havens'],governance
Sir Martin Sorrell set to gain £60m in share scheme,"['executive pay and bonuses', 'corporate governance']",governance
Huge leak reveals secrets of world elite's hidden wealth #paradisepapers  ,"['tax avoidance', 'tax havens']",governance
Parmalat bosses face sack,['corporate governance'],governance
UK and Germany agree crackdown on tax loopholes for multinationals,"['tax avoidance', 'corporate governance']",governance
JP Morgan takes advice from firm that its chief attacked ,['executive pay and bonuses'],governance
Ed Balls should worry about hedge fund managers not hedge trimmers,"['tax avoidance', 'corporate governance']",governance
Martin Sorrell: giant of the advertising world in yet another tight spot ,['executive pay and bonuses'],governance
What are the Paradise Papers and what do they tell us? ,"['tax havens', 'tax avoidance']",governance
Mike Ashley launches Debenhams broadside ,['corporate governance'],governance
Labour's shares plan for workers has glaring flaws,['corporate governance'],governance
Royal Mail chair resigns after shareholder pay revolt,['corporate governance'],governance
EU to force firms to reveal true owners in wake of Panama Papers,"['corporate governance', 'tax avoidance']",governance
Bet365 boss Denise Coates' pay may exceed £1bn in four years ,['executive pay and bonuses'],governance
Tax blow for drivers with company supercars,"['tax avoidance', 'corporate governance']",governance
Shell CEO’s pay more than doubles to £17.2m ,['executive pay and bonuses'],governance
Executive pay up almost 6% according to thinktank analysis ,['executive pay and bonuses'],governance
EU to probe UK's anti-tax avoidance schemes for multinationals ,['corporate governance'],governance
Incoherence at the heart of government is making a calamitous slump worse ,['corporate governance'],governance
Luxembourg tax leaks put pressure on G20 leaders to act on loopholes,"['tax avoidance', 'corporate governance']",governance
BP chief Bob Dudley's pay jumps by almost 13% to $13.4m ,['executive pay and bonuses'],governance
Sports Direct and shareholders tussle over independent reviewer,['corporate governance'],governance
Leadership poll: elite consultancy McKinsey elects a new chief,['corporate governance'],governance
Fraudster told to hand back £41m or spend eight more years in jail,['corporate governance'],governance
"Bernie Sanders is right, it’s time to redistribute economic power",['corporate governance'],governance
‘Socialism for the rich’: the evils of bad economics,"['tax avoidance', 'corporate governance']",governance
Vince Cable seeks action from seven top firms with men-only boardrooms,['corporate governance'],governance
High street stores hit in day of action over corporate tax avoidance,"['tax avoidance', 'corporate governance']",governance
"High street at risk of being 'smashed' by weak spending, Mike Ashley warns",['corporate governance'],governance
"Deal on cross-border tax needed to save economies ravaged by Covid-19, says OECD ",['tax havens'],governance
Can Corbynomics guru Richard Murphy fix Britain?,['corporate governance'],governance
Revealed: Carillion lenders alerted to concerns months before collapse,['corporate governance'],governance
Pfizer's AstraZeneca takeover would give US firm substantial tax benefits,"['tax avoidance', 'corporate governance']",governance
HSBC chief executive Stuart Gulliver paid £7.6m last year as profits slide ,"['executive pay and bonuses', 'tax avoidance', 'corporate governance']",governance
Tally ho! More ‘exceptional’ dosh spotted for Stephen Hester ,['corporate governance'],governance
'We're no country bumpkins': Meet the couple who bought Thomas Cook,['corporate governance'],governance
AITA? How a Reddit forum posed the defining question of our age ,['ethics'],governance
Forget the furore over Trump - Facebook is interested only in maintaining its monopoly,['corporate governance'],governance
Carillion and Britain’s modern kleptocracy | Letters ,['executive pay and bonuses'],governance
US tech giants launch fierce fightback against global tax avoidance crackdown,"['corporate governance', 'tax avoidance']",governance
The cookbook any firm can follow,['corporate governance'],governance
BG Group boss’s £25m pay deal criticised by shareholder group,"['executive pay and bonuses', 'corporate governance']",governance
A hundred years after the Russian revolution we are in Paradise,"['tax avoidance', 'corporate governance']",governance
UK and European allies plan to deal ‘hammer blow’&nbsp;to tax evasion,"['tax havens', 'tax avoidance', 'corporate governance']",governance
Private elites cling to their privileges,['corporate governance'],governance
