headline,text,url
"Tata Steel expected to announce 1,200 job losses in UK ","British Steel’s Chinese owner is preparing to cut as many as 2,000 jobs as it battles losses believed to be running at £30m a month, according to reports.
The UK government has offered the company’s owner, Jingye Group, £300m to support a shift to electric arc furnaces, but negotiations on finalising the deal are understood to be ongoing.
The government recently agreed a £500m support package for Tata Steel to fund the transition to electric arc at the Port Talbot steelworks in Wales.
A British Steel spokesman said: “While decarbonisation is a major challenge for our business, we’re committed to transforming British Steel into a green and sustainable company providing long-term, skilled and well-paid careers for thousands of employees and many more in our supply chains.
We are manufacturing iron and steel and continue to work closely with our customers to satisfy demand and ensure they get the high-quality products they require.”",https://www.theguardian.com/business/2023/oct/22/british-steel-owner-preparing-to-cut-as-many-as-2000-jobs-report-says?ref=biztoc.com
Tesco bosses' lack of shareholding raises eyebrows ,"Tesco shares have fallen by a quarter since Lewis became chief executive last September.
Sarah Wilson, chief executive of shareholder group Manifest, said: “Institutional investors see director share ownership as a key alignment tool.
The combined shareholding of the board is equal to just 0.0022% of Tesco.
Tesco defended Lewis and Stewart’s shareholding.
Tesco said: “To create alignment with shareholder interest, we have robust shareholding guidelines of four times base salary for our CEO and three times base salary for our CFO.",https://www.theguardian.com/business/2015/sep/13/tesco-bosses-board-lack-shareholding
Hitachi to pull plug on north Wales nuclear power station ,"The Japanese conglomerate Hitachi has conformed it is abandoning plans to build a new nuclear power station on Anglesey, off the coast of north Wales, dashing hopes for thousands of jobs involved in its construction and knocking the UK’s ambition to become a “net zero carbon” emission country by 2050 off course.
The Tokyo-based multinational said Wednesday it was permanently scrapping plans for the £16bn Wylfa power station.
Cameron Gilmour, spokesman for the Sizewell C Consortium said: “This news will have serious ramifications for companies both in Wales and across the UK.
The Wylfa nuclear project would have been another important milestone for the UK’s nuclear supply chain and would have created thousands of jobs.
“Propping up this dying industry has become more and more difficult and expensive for the handful of governments still hoping for a nuclear renaissance.",https://www.theguardian.com/business/2020/sep/15/hitachi-to-pull-plug-on-north-wales-nuclear-power-station
News Corp defiant after 'racist' Serena Williams cartoon sparks global furore ,"News Corp in Australia has doubled down on a cartoon published by its Melbourne paper that has been widely derided as a racist caricature of Serena Williams.
The cartoon by Mark Knight made international headlines as people – particularly in the US – argued that Knight had used the style of racist “Sambo” cartoons used to dehumanise black Americans in the early 20th century.
The Herald Sun used its front page to rail against “PC world”, with a composite of nine cartoon figures it believed people would want banned.
“If the self-appointed censors of Mark Knight get their way on his Serena Williams cartoon, our new politically correct life will be very dull indeed,” it said.
I've had a nice, quiet day today, and stayed away from the Mark Knight cartoon controversy.",https://www.theguardian.com/media/2018/sep/12/news-corp-defiant-after-racist-serena-williams-cartoon-sparks-global-furore
Ministers start hunt for Tata Steel buyers ,"The Tata Steel plant at Port Talbot, south Wales.
The government said its intervention helped ensure that Tata announced a sales process for Port Talbot, rather than immediate closure.
Chris Hagg, head of external affairs at another steel company, Celsa UK, said he wanted to see more action taken on energy costs.
Stephen Kinnock accused Brexit campaigners of “cynically attempting to hijack and exploit” the steel crisis to their own advantage.
Writing for the Guardian, the MP for Aberavon said it was absurd to suggest that leaving the EU would allow the government to protect the British steel industry.",https://www.theguardian.com/business/2016/mar/31/ministers-start-hunt-for-tata-steel-buyers
Dixons Carphone loses £440m in six months,"Dixons Carphone slumped to a loss of £440m in the first half of its financial year, with the struggling electronics retailer announcing more than £200m of cost savings.
The big loss came in part because the company, formed through the merger of Dixons with Carphone Warehouse in 2014, was forced to write down the value of the mobile retailing brand which is unprofitable, by £344m.
The struggles of Carphone Warehouse come amid a broader malaise in the British retail industry, as consumers increasingly choose to shop online.
In response, Dixons Carphone said it would increase investment in its online offerings, as well as expanding its offer of credit to consumers to buy more expensive items.
Dixons Carphone said it had “substantial contingency plans” to cover a no-deal Brexit, but added that “all financial guidance is provided on the basis that there is no significant change in macroeconomic outlook”.",https://www.theguardian.com/business/2018/dec/12/dixons-carphone-loses-440m-in-six-months
Why I’m sitting inside a box blocking the entrance to BP’s headquarters | Jane Hayes ,,
Australia bushfire coverage: ABC emergency fire broadcasts praised but News Corp goes on attack ,"The number of ABC emergency broadcasts for the first half of the 2019-20 financial year is already close to double that of the entire previous year.
#NSWfires — Fleur Anderson (@fleur_anderson) January 2, 2020“There’s no way we are going to economise on emergency broadcasting.
Glover said ABC emergency radio provided a vital service.
ABC emergency broadcasting is a precious national resource.
He found himself at the Bega emergency centre and started doing live crosses on ABC radio.",https://www.theguardian.com/australia-news/2020/jan/04/australia-bushfire-coverage-abc-emergency-fire-broadcasts-praised-as-news-corp-goes-on-attack
SSE claims London councils are holding up rollout of electric car charging points ,"Britain has thousands fewer electric car charging points than required because councils are frustrating their rollout, according to one of the country’s biggest energy companies.
The company is the contractor putting in the chargers for the Source London network, run by French firm Bolloré.
However, there are hotspots of demand for charging points, including Camden, Islington, Kensington & Chelsea, Hammersmith & Fulham and Southwark.
There are nearly 4,000 charging points in London, according to Zap Map.
Southwark council did not deny that 130 chargers were in limbo, but said it had 100-150 lamp-post electric car charging points planned for the next 12 months.",https://www.theguardian.com/environment/2018/sep/09/sse-claims-london-councils-are-holding-up-rollout-of-electric-car-charging-points
"Tesco set to cut 1,000 jobs in restructuring plans ","This will lead to 1,015 jobs being cut, including 444 at Welham Green, 207 at Chesterfield and 364 in the warehouse management team.
Matt Davies, Tesco’s UK chief executive, said: “As the needs of our customers change, it’s vital we transform our business for the future.
These changes will help to simplify our distribution operations so we can continue to serve our customers better.
A Tesco distribution plant in Reading, where the supermarket will move its grocery operation at Welham Green.
“We do know that Tesco’s UK business had a relatively strong Christmas period last year [2015].",https://www.theguardian.com/business/2017/jan/09/tesco-1000-jobs-restructuring-plans
Persimmon slashes boss's bonus … to just £75m ,"Persimmon is slashing bonus payouts to three executives by £51m, including a £25m cut for its chief executive, after the UK’s second largest housebuilder was strongly criticised over its controversial pay deal.
The FTSE 100 firm said Jeff Fairburn would receive £75m worth of shares rather than £100m under the company’s long-term incentive bonus plan.
Persimmon has come under intense pressure both publicly and privately from politicians and shareholders for planning record-breaking bonus payouts to bosses after the company benefitted from the taxpayer-backed help-to-buy scheme.
The investment management firm has a 0.5% stake in Persimmon, worth about £35m.
Even reduced by a quarter, Fairburn’s bonus could be used to build more than 1,000 council houses.",https://www.theguardian.com/business/2018/feb/23/persimmon-slashes-bosss-bonus-to-just-75m
"Britbox: UK networks' plan to tackle Netflix, Amazon and Apple TV+ ","BritBox, the new “best of British” streaming joint venture from the BBC and ITV, will not include classic homegrown series that are deemed to be inappropriate for modern audiences.
“[BritBox] is a selection [of shows],” said Reemah Sakaan, the senior ITV executive responsible for launching the subscription video-on-demand service.
Earlier this month Apple launched its new streaming service, undercutting all rivals at just £4.99 a month, or free for a year to buyers of new Apple devices.
Prime Video is estimated to have 8.6 million UK subscribers, with Sky’s Now TV the third most popular service with about 1.75 million.
The scale of British content available eclipses what is on any other streaming service.”",https://www.theguardian.com/tv-and-radio/2019/nov/07/britbox-uk-networks-plan-to-tackle-netflix-amazon-and-apple-tv
Treasury targets Facebook and Google with 'fair' tax system,"The Treasury is threatening digital companies such as Facebook and Google with a new tax, as it pushes for global agreement on a fairer system for ensuring digital businesses pay their way.
The chancellor, Philip Hammond, is expected to use next month’s spring statement to announce the results of a consultation launched by the Treasury in November, on how to update the tax system to reflect the nature of online businesses.
The financial secretary to the Treasury, Mel Stride, told the BBC on Thursday that digital companies should pay “fair” levels of tax.
But if progress cannot be agreed at a global level, Britain would be prepared to unilaterally enter into various changes, Stride said.
Facebook recently announced a shakeup in the way it pays tax worldwide, amid mounting public pressure over whether footloose multinationals make a fair contribution to society.",https://www.theguardian.com/business/2018/feb/22/treasury-targets-facebook-google-fair-tax-system
Facebook's 'real name' policy hurts real people and creates a new digital divide | Lil Miss Hot Mess ,,
How Apple made itself crunch-proof,"Apple lives on cream – the very top of the market.
After 30 years in the personal computer market, Apple has just recorded a historic sales high of 5.7 million Macs in a quarter.
Apple does not break out profits from phones, tablets or laptops, but industry estimates suggest operating margins of at least 28% for the iPhone, on its average price of $670.
Apple makes more than three times as much profit from iPhones as Samsung does from its mobiles.
That need to be the desirable brand has prompted Apple to offer a $10,000 edition of its Watch.",https://www.theguardian.com/technology/2015/nov/01/apple-made-itself-crunch-proof-iphone-mac
Pfizer's $155bn takeover of Allergan set to prompt tax row,"Pharmaceutical companies Pfizer and Allergan have announced a record-breaking $155bn (£100bn) deal that looks sure to prompt an international row over corporate tax avoidance.
Effectively, Pfizer is pursuing a reverse takeover of Allergan, which makes Botox, with the smaller company buying New York-based Pfizer.
Clinton opposes tax inversions and would call on regulators to crack down.
Donald Trump, the frontrunner in the Republican field, and rival Marco Rubio have blamed the US tax code for inversions and pledged to cut US corporate tax rates to stop them.
Under the terms of the Allergan deal, the companies will exchange 11.3 Pfizer shares for every Allergan share.",https://www.theguardian.com/business/2015/nov/23/pfizer-allergan-agree-160-billion-dollars-deal-tax
MPs attack deal to let Google to pay 'relatively trivial' £130m back taxes,"The search giant said on Friday it had struck an agreement with HM Revenue and Customs to pay tax that it has owed since 2005.
Significantly, the company will also now start paying tax on revenue from UK-based advertisers.
“I hope to see more firms follow suit and of course I’ve introduced a diverted profits tax which will require this going forward.
Osborne announced a so-called “Google tax” in his March budget, targeting businesses that moved UK profits overseas.
We will now pay tax based on revenue from UK-based advertisers, which reflects the size and scope of our UK business.",https://www.theguardian.com/technology/2016/jan/23/mps-attack-deal-to-let-google-pay-relatively-trivial-130m-in-back-taxes
Why Uber's latest scandal shows the need for a whole new board,"The latest revelations about behaviour at Uber are the most shocking in a long series.
A senior executive obtained the medical records of a woman who was raped by an Uber driver in India, it is reported.
According to the New York Times’ sources, Alexander had shared and discussed the woman’s medical records with Travis Kalanick, Uber’s founder and chief executive, and senior vice-president Emil Michael.
That was true even when he admitted he needed “leadership help” after being filmed ranting at one of Uber’s drivers.
If Uber intends to launch a public offering and join a US stock market, it will surely require an entirely new board.",https://www.theguardian.com/business/2017/jun/08/why-ubers-latest-scandal-shows-the-need-for-a-whole-new-board
Moving pay goalposts for Tesco's Dave Lewis is slippery behaviour ,"Golsby was referring to Ocado, whose share price has put everybody else’s in the shade.
Aston Martin’s vision requires better numbers“Having been in the business for a few weeks now I am even more enthusiastic and confident in the multi-year plan,” said Lawrence Stroll, Aston Martin’s new executive chairman.
Outsiders are less bullish, one can infer from a share price that continues to backfire.
The long-term aim is to create shortages, in effect, that encourage wealthy punters to beg for Aston Martins as they apparently do for Ferraris.
Post-pandemic, let’s keep physical shareholder meetingsIt was all a bit of a misunderstanding, says the asset manager Standard Life Aberdeen.",https://www.theguardian.com/business/nils-pratley-on-finance/2020/may/13/moving-pay-goalposts-for-tescos-dave-lewis-is-slippery-behaviour
Facebook’s affairs are just one of the UK’s problems with tax collection,"The fact that Facebook paid only £4,327 in UK corporation tax reveals yet again the government’s feeble attempts to tackle the problem (Facebook’s £35m staff bonus – and £4,327 tax, 12 October).
The number of construction firms fined for such illegal practices has fallen from 57 to five in the same period.
Bernie EvansLiverpoolHeather Stewart sees some mischief in Facebook paying only £4,327 in corporation tax based on an accounting loss of £28.5m, arrived at after “paying out more than £35m in a share bonus scheme”.
A Facebook spokesperson has advised that all the firm’s employees paid UK tax on their payouts.
Finally, if HMRC does have £4.5m to spend, maybe this could more usefully be invested in getting slippery corporate clients to pay full corporation tax?",https://www.theguardian.com/money/2015/oct/19/facebooks-affairs-are-just-one-of-the-uks-problems-with-tax-collection
Twitter suspends accounts for posing as Black Trump supporters ,"Twitter has suspended a network of accounts claiming to be owned by Black supporters of Donald Trump and his re-election campaign due to spam and platform manipulation, it said Tuesday.
!”A review of some of the suspended accounts shows they often used stolen images to appear real.
This is not the first time Twitter has had to address a spam operation claiming to be led by Black voters.
NBC News also reported spam operations from fake accounts posing as Black Trump supporters in August.
It did not say where it believed the network of people posing as Black Trump supporters originated or whether it was state-backed.",https://www.theguardian.com/us-news/2020/oct/13/twitter-suspends-accounts-for-posing-as-black-trump-supporters
Deutsche Bank to cut another 100 jobs,"Deutsche Bank is to cut 100 more jobs than initially planned from its investment banking arm, despite the division helping raise pre-tax profits in the third quarter.
It comes as the Swiss bank UBS announced plans to reduce its headcount from 64,000 to 54,000 by 2015.
Deutsche Bank employs more than 8,500 staff in the UK, with 7,000 of those in the capital.
In the third quarter, net revenues rose 18% to €8.7bn (£7bn), mostly reflecting improved market conditions and increased market activity.
Investment banking revenues surged 65% to €4.3bn but were offset by higher costs for streamlining the business and from credit write-offs.",https://www.theguardian.com/business/2012/oct/30/deutsche-bank-cut-jobs
Tesla Model 3 doesn't have a key – and seven other things we learned ,"The $35,000 base model has a battery with a 220-mile range, does 0-60mph in 5.6 seconds and has a top speed of 130mph.
A high-performance version of the Model 3 will also be available sometime in the middle of next year, according to Musk.
With four USB ports and a battery the size of a car, the Model 3 could be the biggest backup smartphone charger ever produced.
Photograph: ReutersThe Model 3 has a comes with a range of sensors to enable the next version of Tesla’s driving assistance system dubbed Enhanced Autopilot.
Full self-drivingTesla is in the process of developing a fully autonomous system for its cars, which uses the equipment from the Enhanced Autopilot system.",https://www.theguardian.com/technology/2017/jul/31/tesla-model-3-electric-car-doesnt-have-key-things-we-learned-speedometer-battery-sleep
Ex-Unilever boss seeks 'heroic CEOs' to tackle climate change and inequality ,"The former boss of Unilever is seeking a team of “heroic chief executives” to drive a shift to a low-carbon, more inclusive way of doing business.
Bosses, he insists, must commit to fighting inequality and tackling the climate emergency.
He believes the starting point is “heroic chief executives willing to step up and move outside of the comfort zone and take personal risks.
He his hoping that signatories including the Calvin Klein owner PVH, H&M and Inditex, the owner of Zara, will inspire others.
The premise is that chief executives in the private sector need to drive major change in the absence of politicians doing it right now.",https://www.theguardian.com/business/2019/jul/21/ex-unilever-boss-seeks-heroic-ceos-to-tackle-climate-change-and-inequality-paul-polman
The Pfizer-Allergan merger is good for the US – if you're in the 1%,"The Pfizer-Allergan merger – let’s call it “Pfallergan” – is good for America.
Some $21bn in tax revenues it once generated for the United States might evaporate.
Those savings, Read insisted, will make it possible for Pfallergan to create more jobs in the United States and to reinvest its retained profits in new ventures.
The icing on the cake is that the United States is virtually alone in taxing global income by its companies (its non-resident citizens).
In other words, to the extent that tax inversions continue, they seem likely to reinforce and even exacerbate existing economic inequality.",https://www.theguardian.com/money/us-money-blog/2015/nov/25/pfizer-allergan-merger-good-for-america-one-percent
Investor protest over Experian boss on day of pay revolts,"More than 12% of shareholders in Experian voted against Tyler's re-election but, when deliberate abstentions were included, the protest rose to 30%.
At Network Rail, the Department for Transport made a rare intervention by abstaining on the remuneration report to protest against the £613,000 bonus to chief executive Iain Coucher.
Some 77 of the 100 Network Rail members voted, with 37 in favour, 31 against and nine abstentions.
At CWC, which runs networks around the globe, one in five shareholders voted against its remuneration report with another 4% abstaining.
Pluthero, who admitted he did not know how much he had earned since joining C& W, insisted that executive pay was in line with shareholder interests.",https://www.theguardian.com/business/2010/jul/21/david-tyler-experian-corporate-governance
Persimmon is putting its house in order: the corporate world should pay attention ,"Construction processes are being improved, the cavity faults are being rectified and a “purpose” update is promised for next spring.
In some corners of the corporate world, mere mention of “purpose” provokes groans.
Persimmon is a tricky case in this context because short-term greed hasn’t obviously been a losing strategy from shareholders’ narrow perspective.
Clean energy from wind turbines and solar panels is no longer at the fringes of the UK’s energy system.
It’s time for ministers to lift this block on onshore wind, which has consistently proved its critics wrong over the past 10 years.",https://www.theguardian.com/business/2019/dec/22/persimmon-putting-house-in-order-corporate-world--pay-attention
G7:  Trump skips G7 talks on climate crisis and Amazon fires ,"Trump was later asked by reporters covering a meeting with the German chancellor, Angela Merkel, whether he had attended the climate session.
The French president, Emmanuel Macron, confirmed Trump had not personally attended the climate session but that Trump’s team had been present.
He said he had held long and in-depth talks with Trump on the Amazon fires and that the US president “shares our objectives” and was “fully engaged” in the joint G7 effort to help Brazil put out the fires and reforest.
Macron had placed the climate emergency and protection of biodiversity at the heart of the summit, even before the Amazon rainforest fires.
All G7 countries – the US, Japan, Germany, France, Italy, Britain and Canada – would give technical and financial help to fight the Amazon fires.",https://www.theguardian.com/us-news/2019/aug/26/donald-trump-skips-g7-talks-on-climate-crisis-and-amazon-fires
News Corp shareholders step up bid to oust James Murdoch,"Shareholders are planning to step up their campaign to oust James Murdoch from News Corp following his decision to quit the UK and return to New York.
Shareholders are already drafting resolutions ahead of this year's annual general meeting to step up pressure for change at the media firm.
That vote ended with 35% of shareholders voting against James Murdoch's re-election to the board.
After subtracting the shares controlled by Rupert Murdoch, 67% of the vote went against James Murdoch.
He said the idea of James Murdoch running any significant part of News Corp's US business was ""ridiculous"".",https://www.theguardian.com/media/2012/feb/29/news-corp-shareholders-james-murdoch
Former BP boss Tony Hayward named Glencore Xstrata chairman,"The former BP boss Tony Hayward has returned to the top ranks of the corporate world following his appointment as full-time chairman of Glencore Xstrata, the FTSE 100 commodity trading and mining group.
However, the Local Authority Pension Fund Forum has urged investors to vote against Hayward's appointment because of Glencore's exclusively male board.
Hayward, who had spent his entire career at BP, was quick to move on and helped launch an investment vehicle called Vallares to tap into Kurdistan's oil riches.
Together with his business partner Nat Rothschild he bought Turkish-based oil firm Genel Energy and merged it with Vallares.
Hayward began his comeback in the FTSE 100 world by joining Glencore's board as an independent director in April 2011 ahead of the company's flotation.",https://www.theguardian.com/business/2014/may/08/former-bp-boss-tony-haywood-named-glencore-xstrata-chairman
Unilever scraps plan to move HQ from London to Rotterdam,"Unilever has abandoned a controversial plan to move its headquarters from London to Rotterdam in the face of an unprecedented rebellion from its British shareholders.
Unilever went to great lengths to sell the plan, holding more than 200 meetings with investors and taking out full-page adverts in the press.
Unilever has consistently insisted the move to Rotterdam was “nothing to do with Brexit”.
Unilever needed a 75% majority of the UK votes cast at this month’s poll but also a simple majority among all UK shareholders by number.
“Unilever has a long and proud history in the UK and I welcome this decision by Unilever’s board, having listened to its shareholders.",https://www.theguardian.com/business/2018/oct/05/unilever-scraps-plan-move-london-rotterdam-uk-netherlands
Starbucks trials 5p takeaway cup charge in attempt to cut waste ,"Starbucks will be the first UK coffee chain to trial a “latte levy” – a 5p charge on takeaway coffee cups – under plans that aim to reduce the overuse and waste of 2.5bn disposable cups every year.
Bakery chain Paul has recently more than doubled its reusable cup discount to 50p for customers ordering any hot drink.
Greggs will refill any reusable cups and give those customers a 20p discount.​ Its own reusable cups cost £2.
Its research, published on Monday, revealed that almost half (48%) of consumers said they would definitely carry a reusable cup to avoid paying the extra 5p.
Half a million coffee cups are dropped as litter each day in the UK.",https://www.theguardian.com/business/2018/feb/26/starbucks-5p-takeaway-cup-charge-london
Forget the furore over Trump - Facebook is interested only in maintaining its monopoly,"The day after the insurrection at the US Capitol on 6 January, Facebook suspended Donald Trump’s account indefinitely.
Its claim that the board’s role concerns free speech is baloney.
Banning Trump from Facebook is not constraining his right to free expression.
What most people in this controversy seem to forget is that, as Renée DiResta observed in a memorable article, “free speech is not the same as free reach”.
Then there’s the telltale burbling about Facebook’s “community”.",https://www.theguardian.com/commentisfree/2021/jan/30/forget-the-furore-over-trump-facebook-is-interested-only-in-maintaining-its-monopoly
Barclays boss used bank's security team to hunt for whistleblower,"However, Barclays admitted it was a “serious” offence that would lead to its chief executive receiving a formal written reprimand and a “very significant” cut to his bonus.
Photograph: Yuri Gripas/ReutersStaley said he had apologised to the Barclays board for the saga and will cooperate with the FCA and PRA probes.
The 60-year-old American was named chief executive in late 2015 following the ousting of predecessor Antony Jenkins.
He spent 30 years at Wall Street institution JP Morgan, enjoying a record of success that saw him promoted to chief executive of its investment banking arm in 2009.
His tenure ended in 2013 after he allegedly lost patience waiting to take over from chief executive Jamie Dimon.",https://www.theguardian.com/business/2017/apr/10/barclays-boss-jes-staley-may-lose-bonus-over-bid-to-expose-whistleblower
Tesco revamps executive pay policy to appease shareholders,"The package means that Mason remains the second-highest-paid Tesco executive, with total pay of £3.1m, down from £4.3m, and trailing only Sir Terry Leahy, the former chief executive.
Sarah Wilson, chief executive of Manifest, said: ""[Tesco's move] will encourage shareholders to keep on plugging away [on executive pay], as the effort is worth it.
Is it linked to the fact that there is a new chief executive and the fact they got a spanking at last year's AGM?
One detail involves the retailer seeking to bump up the chief executive's potential 275% long-term bonus in ""exceptional circumstances"".
All staff are eligible from part-timers to directors and the chief executive.",https://www.theguardian.com/business/2011/may/31/tesco-executive-pay-policy
Irish government to appeal against Apple's €13bn tax bill ,"“It has always been, and remains, Ireland’s position that the correct amount of Irish tax was paid and that Ireland provided no state aid to Apple.
Three years ago the general court of the European Union annulled the European Commission’s decision on the grounds that it had not shown the tax advantage was derived from tax rulings.
after newsletter promotion“The judgment of the general court on ‘tax rulings’ adopted by Ireland in relation to Apple should be set aside,” Pitruzzella said in a non-binding opinion.
“It is therefore necessary for the general court to carry out a new assessment,” said the ECJ in a statement.
While proceedings drag on, Apple had to hand over the full amount, which Ireland has been holding in an escrow account.",https://www.theguardian.com/technology/2023/nov/09/apple-suffers-setback-in-fight-against-eu-order-to-pay-11bn-tax-bill-in-ireland
Senate to examine BP's plans to drill for oil in Great Australian Bight ,"A Senate inquiry will investigate BP’s plans to drill for oil in the Great Australian Bight and examine how a spill could be dealt with.
The company’s application to drill four exploratory wells was knocked back last year by National Offshore Petroleum Safety and Environmental Management Authority, but details of why were not made public.
BP was responsible for the world’s biggest oil spill in 2010, at the Deepwater Horizon well in the Gulf of Mexico.
In the Great Australian Bight, BP plans to drill at depths of 2,200 metres, about 300km from its closest port.
“BP must be held to account for its shocking environmental record and poor community consultation,” Simms said.",https://www.theguardian.com/business/2016/feb/22/senate-to-examine-bps-plans-to-drill-for-oil-in-great-australian-bight
Rio Tinto boss quits over $5bn fundraising row,"The new chairman of Rio Tinto has quit following a boardroom row over a multibillion-dollar fundraising likely to involve one of its main customers, Chinese firm Chinalco.
Rio Tinto is in talks with aluminium firm Chinalco, which owns a 9% stake in the miner, about buying some of its assets and increasing its stake in the business.
But analysts said Leng's sudden departure meant it was more likely Rio would tap Chinalco for cash instead.
Kernot said Rio could raise $5bn from Chinalco and could sell assets to other companies.
This is a once-in-a-lifetime opportunity to potentially raise their stake in Rio Tinto and get a seat on the board at a low point in the commodity cycle.",https://www.theguardian.com/business/2009/feb/09/rio-tinto-mining-chairman-row
"Americans are proud of Apple, but it has a civic duty to pay tax","The European Union's finding that Apple negotiated a sweetheart tax deal with the Irish government was no surprise.
In 2013 the US Senate's permanent subcommittee on investigations, which I chair, first made Apple's special tax deal in Ireland public as part of our probe into Apple's tax avoidance schemes.
The way Ireland taxed Apple's income resulted in a tax rate of less than 1% and allowed Apple to set up three Irish subsidiaries with no tax residency in any country.
That's why my subcommittee has focused on tax abuses – not just by Apple, but by companies such as Microsoft, Hewlett-Packard and Caterpillar.
But its technological brilliance is dimmed by the financial engineering of its tax lawyers and executives who have stained Apple's reputation through tax dodging.",https://www.theguardian.com/commentisfree/2014/oct/05/apple-eu-taxation-carl-levin
Ireland vows to appeal Apple tax ruling after heated debate in parliament ,"The Dáil voted 93-36 on Wednesday to support the appeal against the ruling that Ireland must collect €13bn from the technology company.
The commission ruled Apple had received favourable tax terms that amounted to state aid – illegal under EU rules.
Kenny has refused to distribute the 150-page European commission report to lawmakers, citing “commercial sensitivities”.
The party’s finance spokesman, Pearse Doherty, said Apple had operated “a sort of untaxed Bermuda Triangle” facilitated by Ireland.
The European commission says Apple paid an effective corporate tax rate of just 0.005% on its European profits in 2014: equivalent to €50 for every million.",https://www.theguardian.com/business/2016/sep/08/ireland-vows-to-appeal-apple-tax-ruling-after-heated-debate-in-parliament
Airbnb faces outcry after transgender guest was denied stay by a host ,"Airbnb is under fire after a transgender guest was denied a stay by a host who felt “uncomfortable”.
I was denied @Airbnb because I disclosed that I'm trans.
She became a super host,” Petosky said.
Petosky said she’d never been denied a stay at a hotel for being trans.
And despite outcry, Airbnb currently has no anti-discrimination training for hosts or de-activation system for hosts who systematically deny black or trans guests.",https://www.theguardian.com/technology/2016/jun/06/airbnb-criticism-transgender-guest-denied-super-host
Tesco stocks green satsumas in drive to reduce food waste ,"Tesco has started selling “green” satsumas and clementines after relaxing its quality specifications in its latest attempt to reduce food waste.
Green satsumas are already in the shops and clementines – a Christmas favourite – will follow shortly.
Satsumas and other easy-peelers, as well as oranges, initially grow as a green fruit but turn orange as nights cool.
Tesco says the green satsumas will help reduce food waste.
Last month, Tesco announced plans to join forces with suppliers to tackle global food waste.",https://www.theguardian.com/business/2017/oct/18/tesco-stocks-green-oranges-in-drive-to-reduce-food-waste
Airbus reveals planes sold in last two years will emit over 1bn tonnes of CO2 ,"Planes sold by Airbus in 2019 and 2020 will produce well over 1bn tonnes of carbon dioxide during their lifetimes, according to landmark first estimates of the aerospace manufacturer’s emissions.
It sold 566 planes last year, for which lifetime emissions would be 440m tonnes.
The independently audited disclosures mark the first time Airbus has published an estimate of the carbon emissions its commercial planes will generate.
Airbus, Boeing, and engine manufacturers such as the UK’s Rolls-Royce are working on zero-emissions propulsion, as are a crowd of much smaller rivals.
Some smaller electric planes are nearing production and Airbus is hoping to launch its first hydrogen-powered planes by 2035.",https://www.theguardian.com/business/2021/feb/26/airbus-reveals-planes-sold-in-last-two-years-will-emit-over-1bn-tonnes-of-co2
Amazon to begin paying corporation tax on UK retail sales ,"Amazon’s main UK division has paid no corporation tax for the second year in a row after benefiting from tax credits on a chunk of its £1.6bn of investment in infrastructure, including robotic equipment at its warehouses.
It is understood that as a result, Amazon’s main UK division paid no corporation tax but other parts of the group’s UK business did pay an undisclosed amount.
“We now have a situation where Amazon UK Services is not only not paying tax, but is being handed tax credits for investment that almost certainly would have happened anyway.
The UK tax credit at Amazon UK Services was part of €937m (£805m) of tax credits across Europe last year, according to accounts for the group’s Luxembourg-based retail division published in March, after just over €1bn of benefits the year before.
Amazon has previously said it pays hundreds of millions of euros in corporation tax across Europe.",https://www.theguardian.com/technology/2023/jun/01/amazon-uk-services-main-division-pay-no-corporation-tax-for-second-year-in-row-tax-credit-government-super-deduction-scheme
Apple hiring spree indicates the company is working on an electric car ,"Apple is reported to be working on an electric car or vehicle-related project that could be released by 2020.
The Cupertino, California-based company has been on a hiring spree attracting key members of rival car manufacturers’ electric and new vehicle system teams.
The majority of the new Apple employees come from Ford, Tesla and battery technology company A123 Systems, which this month sued Apple for poaching its top engineers.
A report from Bloomberg indicates that Apple is targeting an electric car for release as early as 2020.
The electric car industry is currently in a similar state to the smartphone industry before Apple’s introduction of the first iPhone in 2007.",https://www.theguardian.com/technology/2015/feb/20/apple-hiring-spree-company-working-on-electric-car
Unilever to sell off Flora and Stork in shakeup after Kraft Heinz bid ,"The maker of Flora and Stork has put the margarine and spreads business up for sale as consumers turn to butter and healthier options.
Sales of margarine and spreads, once regarded as a healthier alternative to butter, have been in long-term decline in Europe and the US.
Flora was launched in 1964, and marketed as being healthier than both margarine and butter, while I Can’t Believe It’s Not Butter!
Annual UK sales have dropped by more than a third over the past five years, from £605m to an estimated £399m in 2016.
At the same time butter sales have gone up from £666m to £706m, research from Mintel shows.",https://www.theguardian.com/business/2017/apr/06/unilever-flora-stork-kraft-heinz-bid
Mark Zuckerberg tells Facebook staff to stop defacing Black Lives Matter slogans ,"Facebook CEO Mark Zuckerberg has reprimanded employees following several incidents in which the slogan “black lives matter” was crossed out and replaced with “all lives matter” on the walls of the company’s Menlo Park headquarters.
“‘Black lives matter’ doesn’t mean other lives don’t – it’s simply asking that the black community also achieves the justice they deserve,” Zuckerberg wrote in an internal Facebook post obtained by Gizmodo.
“All lives matter” arose as “black lives matter” gained viral popularity and is viewed by many as an implicit rebuke to the movement.
Black lives.
In July 2015, Maxine Williams, Facebook’s global director of diversity, wrote that the company’s diversity programs had achieved “positive but modest change”.",https://www.theguardian.com/technology/2016/feb/25/mark-zuckerberg-facebook-defacing-black-lives-matter-signs
