Date,headline,text
2022-09-13,Wells Fargo prévoit un audit racial avant les auditions,"Wells Fargo a accepté de commander un audit sur l'équité raciale après avoir conseillé pendant des années aux actionnaires de voter contre un tel audit, alors que le PDG Charlie Scharf se prépare à se présenter à deux audiences du Congrès. La banque a engagé le cabinet d'avocats Covington & Burling pour effectuer l'évaluation et prévoit de publier les résultats d'ici la fin de l'année prochaine. Wells Fargo a été sous le feu des critiques des législateurs cette année après qu'une enquête de News a révélé que le prêteur a approuvé moins de la moitié des refinancements hypothécaires demandés par les propriétaires noirs pendant la pandémie, La surveillance a été renforcée par un rapport du New York Times selon lequel la division de gestion de patrimoine avait mené des entretiens fictifs avec des candidats noirs et féminins pour des postes qui n'étaient plus disponibles, ce qui a incité la banque à revoir et à ajuster ses pratiques d'embauche."
2022-09-12,La thésaurisation des combustibles sales commence tôt cette année en Asie,"L'Asie s'approvisionne en fioul sale plus tôt dans l'année que d'habitude, les préoccupations environnementales étant reléguées au second plan pour s'assurer que les lumières restent allumées à l'approche de l'hiver. Les importations japonaises de ce combustible, qui peut être utilisé à la place du gaz naturel pour produire de l'électricité, ont atteint leur niveau le plus élevé depuis quatre ans en août et devraient rester importantes dans les mois à venir, selon Vortexa, Son utilisation est en forte augmentation, car la militarisation des exportations de gaz du pays par la Russie fait grimper les prix en flècheMalgré la mise en œuvre d'objectifs nets de zéro, des pays comme le Japon et la Corée du Sud choisissent de donner la priorité à la sécurité de l'approvisionnement en électricité plutôt qu'à la réduction des émissions."
2022-09-11,Les pertes surdimensionnées frappent les investisseurs gênés par les politiciens,"Les obligations ESG sont moins performantes que la dette conventionnelle, ce qui ajoute une pression inattendue sur les investisseurs qui font déjà l'objet de critiques politiques et d'un examen minutieux de la part des autorités réglementaires. Un indice de la dette ESG accuse un retard de plus de 50 points de base par rapport à l'indice de référence mondial. Les pertes dépassent 17.Les pertes dépassent 17,4 % et les deux indices connaissent la pire année de leur histoire, dans un contexte de déroute des marchés provoquée par la hausse des taux d'intérêt des banques centrales visant à enrayer la flambée de l'inflation, Mais les ventes et le soutien de l'ESG ont ralenti l'année dernière, les régulateurs de l'Union européenne s'étant attaqués à ce que l'on appelle l'écoblanchiment (greenwashing) par le biais de dettes étiquetées ESG qui ne font pas grand-chose pour l'environnement. ""Les investisseurs pourraient réfléchir plus attentivement à ce qu'ils achètent, en s'assurant qu'ils font preuve de la diligence nécessaire pour s'assurer qu'une obligation verte mérite vraiment son étiquette"", a déclaré Charlotte Edwards, stratégiste crédit ESG chez Barclays."
2022-09-09,Le milliardaire qui vend un rêve vert fondé sur le charbon,"La fortune de Gautam Adani dépasse celle de Jeff Bezos et d'Elon Musk, mais la création d'un empire mondial à sa mesure pourrait s'avérer plus difficile. Adani s'est lancé dans une diversification rapide qui a poussé son vaste conglomérat, largement alimenté par des combustibles fossiles, dans une série de nouveaux secteurs à l'intérieur et à l'extérieur de l'Inde, alors qu'il cherche à se réinventer pour la scène mondiale : persuader le monde - en particulier les gardiens des marchés financiers mondiaux nécessaires pour financer ses grandes ambitions - qu'un magnat du charbon est désormais un champion de l'énergie verteBien qu'Adani ne soit pas le seul baron du charbon à tenter un tel pivot, il est de loin le plus riche et l'un des plus influents, avec des liens étroits avec le Premier ministre Narendra Modi, le dirigeant indien le plus puissant depuis des décennies."
2022-09-08,L'exploitation minière de cryptomonnaies menace les efforts des États-Unis en matière de climat,"La Maison Blanche a déclaré que l'impact environnemental de la production de crypto-monnaies telles que le bitcoin pouvait entraver les efforts des États-Unis dans la lutte contre le changement climatique. Cette conclusion place l'administration Biden au cœur d'un débat qui fait déjà rage sur l'empreinte carbone des actifs numériques. Bien que le Bureau de la politique scientifique et technologique de la Maison Blanche se soit abstenu de prescrire des réglementations spécifiques, son rapport indique que les États-Unis doivent prendre des mesures pour atténuer la pollution liée à la production de crypto-monnaies. ""En fonction de l'intensité énergétique de la technologie utilisée, les crypto-monnaies pourraient entraver les efforts plus larges visant à atteindre une pollution nette de carbone nulle, conformément aux engagements et aux objectifs climatiques des États-Unis"", a déclaré le Bureau de la Maison Blanche. Aux États-Unis, les opérations de crypto-monnaie consomment aujourd'hui à peu près autant d'énergie que les ordinateurs domestiques."
2022-09-08,GM mise sur la vente de voitures électriques au plus grand nombre avec un SUV,"General Motors est prêt à tester à la fois l'appétit du marché de masse pour les véhicules électriques et sa propre stratégie pour les proposer.  Il s'agira du premier véhicule GM à grand volume équipé de sa batterie Ultium, l'élément central du pari de 35 milliards de dollars du constructeur automobile pour dépasser Tesla Inc. La PDG Mary Barra s'est engagée à ce que tous les véhicules de GM soient alimentés par des batteries d'ici 2035, dans le cadre de son plan ""Everybody In"" visant à faire des véhicules une solution au changement climatique en les vendant en masse Mercedes-Benz et Rivian Automotive prévoient de fabriquer conjointement des fourgonnettes électriques en Europe Jeep, la marque américaine de SUV détenue par Stellantis, élargit sa gamme pour répondre à des règles plus strictes en matière d'émissions et rattraper le constructeur automobile rival."
2022-09-07,Les avocats affirment que Musk a demandé aux banquiers de ralentir la transaction avec Twitter,"Les avocats de Twitter Inc. utilisent les SMS d'Elon Musk pour tenter de convaincre un juge du Delaware que le milliardaire souhaite renoncer à l'acquisition de la société pour 44 milliards de dollars en raison du remords de l'acheteur, plutôt qu'en raison d'inquiétudes concernant les spams ou les comptes de robots du réseau social. Bill Savitt, un avocat de Twitter, a présenté un message texte entre Musk et l'un de ses banquiers comme preuve lors d'une audience à la Cour de la chancellerie mardi. Dans ce message datant du 8 mai, Musk demandait au banquier de ralentir le processus de transaction jusqu'à ce que le président russe Vladimir Poutine ait prononcé un discours le lendemain, au cours duquel Poutine a défendu sa décision d'envahir l'Ukraine. Il avait déjà accepté d'acheter Twitter pour 44 milliards de dollars deux semaines plus tôt"
2022-09-07,"BlackRock réagit aux attaques ""inexactes"" du GOP","BlackRock a défendu son soutien à l'investissement durable, déclarant à 19 procureurs généraux républicains que le changement climatique est une préoccupation majeure pour ses clients et un risque clé à prendre en compte dans les décisions financières. ""Les investisseurs et les entreprises qui adoptent une position prospective à l'égard du risque climatique et de ses implications pour la transition énergétique obtiendront de meilleurs résultats financiers à long terme"", a déclaré Dalia Blass, responsable des affaires extérieures de BlackRock, dans une lettre publiée mercredi. ""BlackRock, dirigé par le PDG Larry Fink, répondait à une lettre envoyée le 4 août par les procureurs généraux d'États tels que l'Arizona, le Texas et la Virginie-Occidentale. Étant donné notre engagement envers les personnes qui épargnent pour leur retraite, nous sommes troublés par la tendance émergente des initiatives politiques qui sacrifient l'accès des régimes de retraite à des investissements de haute qualité et compromettent ainsi les rendements financiers des retraités"", a déclaré M. Blass dans la lettre, qui visait à réfuter des déclarations ""inexactes"" sur les activités de BlackRock."
2022-09-07,Le produit de JPMorgan révèle l'évolution de Wall Street en matière d'ESG,"Un nouveau produit ESG que JPMorgan Chase s'apprête à proposer à ses clients montre à quel point la perception de la stratégie d'investissement évolue rapidement. JPMorgan, la plus grande banque américaine, s'est associée à la société de logiciels Datamaran pour développer un outil d'analyse de données permettant aux clients d'évaluer non seulement les risques environnementaux, sociaux et de gouvernance auxquels sont confrontées les entreprises de leur portefeuille, mais aussi les risques ESG que ces actifs font peser sur le monde qui les entoure. Alors que le concept connu sous le nom de double matérialité est déjà intégré dans les réglementations ESG de l'UE, il n'a pas encore fait son chemin aux Etats-Unis. La double matérialité est ""la seule façon de penser à l'ESG d'une manière qui soit à la fois prospective et complète"", a déclaré Jean Xavier Hecker, co-responsable de la recherche ESG pour la région EMEA chez JPMorgan, basé à Paris, et l'architecte derrière le nouvel outil appelé ESG Discovery. ""Vous risquez également de perdre de vue la durabilité ""L'étendue de l'application de la double matérialité fait l'objet d'un débat intense. Aux États-Unis, des membres éminents du Parti républicain ont affirmé que l'ESG allait déjà trop loin en introduisant des politiques progressistes dans les décisions d'investissement, et ont commencé à pénaliser les banques et les gestionnaires d'actifs qui adoptent l'ESG. À l'autre bout du débat, on reproche à l'ESG de ne pas en faire assez pour réduire les émissions de gaz à effet de serre ou pour lutter contre les inégalités"
2022-09-06,La Chine coupée du monde avec un nombre de vols proche du niveau le plus bas jamais atteint,"Les vols à destination et au départ de la Chine sont encore plus bas qu'ils ne l'étaient après la découverte des premiers cas de Covid début 2020, ce qui signifie que la plus grande économie d'Asie reste presque complètement isolée du reste du monde. Alors que les voyages aériens reprennent dans d'autres régions, les données de VariFlight montrent peu d'amélioration dans les options de vols Chine-international, avec environ 100 vols par jour contre plus de 2 600 avant 2020Les vols programmés ont chuté encore plus après que Shanghai a imposé un verrouillage de plusieurs semaines en avril et ils ne se sont jamais vraiment rétablisLa situation pour les personnes souhaitant entrer et sortir est devenue si mauvaise que la communauté d'affaires expatriée du pays se tourne vers les charters d'avions privés."
2022-09-05,L'Allemagne conserve deux centrales nucléaires de secours,"L'Allemagne gardera en réserve deux de ses trois centrales nucléaires restantes au cas où elles seraient nécessaires pour combler un déficit de production d'électricité cet hiver, annulant ainsi une fermeture des installations prévue de longue date. ""La coalition au pouvoir a subi d'intenses pressions pour retarder la dernière étape de l'arrêt progressif des installations nucléaires du pays après que l'invasion de l'Ukraine par la Russie a déclenché une hausse spectaculaire des prix de l'énergie."
2022-09-05,Les banques de l'UE consacrent des milliards à la lutte contre la crise énergétique,"Les deux plus grandes banques italiennes ont affecté pas moins de 10 milliards d'euros à leurs clients confrontés à la flambée des coûts de l'énergie. UniCredit a promis 5 milliards d'euros de nouveaux financements pour soutenir les entreprises italiennes et leurs besoins en liquidités, ainsi que 3 milliards d'euros supplémentaires pour les entreprises et les ménages qui demandent la suspension des remboursements de prêtsDans un communiqué séparé, Intesa Sanpaolo a annoncé 2 milliards d'euros de prêts supplémentaires pour les petites et moyennes entreprises qui luttent contre la hausse des coûts de l'énergie, L'Italie pourrait dépenser jusqu'à 100 milliards d'euros pour importer de l'énergie cette année, soit plus du double de la facture de l'année dernière, a déclaré le ministre des finances Daniele Franco. ""Nous apportons le meilleur soutien possible à nos clients en ces temps difficiles"", a déclaré Andrea Orcel, PDG d'UniCredit, lors d'une conférence de presse lundi. UniCredit cherche à atténuer l'impact financier de la crise actuelle tout en veillant à ce que les besoins en liquidités de l'économie soient satisfaits, a-t-il ajouté."
2022-09-04,Les sociétés émettrices de cartes de crédit sont invitées à signaler les achats suspects d'armes à feu,"Les procureurs généraux de New York et de Californie ont demandé aux sociétés émettrices de cartes de crédit de commencer à suivre toutes les ventes d'armes à feu et de signaler les activités suspectes telles que les achats importants d'armes ou de munitions. Letitia James, de New York, et Rob Bonta, de Californie, ont déclaré que cette initiative contribuerait à mettre un terme au trafic illégal d'armes et à lutter contre la violence armée. Les sociétés émettrices de cartes de crédit surveillent les achats de presque tout, mais ""il n'existe aucune catégorie pour l'industrie des armes à feu et des munitions, qui pèse plusieurs milliards de dollars"", a déclaré Mme James. ""Bonta et James ont exhorté les sociétés de cartes de crédit à créer un code de catégorie pour toutes les ventes d'armes à feu et à signaler les achats importants ou toute autre activité suspecte aux forces de l'ordre."
2022-09-02,Le fonds londonien de Trian va fermer sous la pression des investisseurs,"Un fonds commun de placement coté à Londres, lié à Trian Fund Management de l'activiste Nelson Peltz, va rembourser le capital de ses clients et fermer ses portes après des mois de querelles sur la manière dont le fonds est géré.  Trian Investors 1 Ltd. a déclaré qu'il rachèterait 95 % de la participation de chaque actionnaire d'ici à la fin juin 2023, après qu'une ""part significative"" des investisseurs actuels ait déclaré qu'ils ""aimeraient avoir l'occasion de sortir"". Alors que le produit total dépendra du prix des actions, le rachat aurait valu environ 420 millions de livres sterling (485 millions de dollars) s'il avait eu lieu le 31 juillet."
2022-09-02,Jefferies demande à son personnel de revenir au bureau,"Le Jefferies Financial Group a demandé à ses employés de revenir au bureau de manière plus régulière alors qu'il cherche à résorber son retard dans le domaine de la banque d'investissement dans les mois à venir.  La société ne voit ""aucun inconvénient"" à ce que les employés travaillent à domicile de temps à autre, mais elle souhaite que les banquiers seniors viennent motiver leurs collègues plus jeunes, selon un mémo adressé au personnel jeudi. Nous n'allons pas regarder les noms individuels sur les tourniquets"", ont déclaré le directeur général Rich Handler et le président Brian Friedman dans le mémo. ""Le mémo fait suite à des mesures similaires prises ces derniers jours par des banques telles que Goldman Sachs Group et Morgan Stanley, Wall Street cherchant une fois de plus à ramener les employés à leur bureau dans les tours de Manhattan. La fréquentation des bureaux est restée obstinément faible à New York, avec un taux d'occupation moyen de 35,3 % la semaine dernière, selon Kastle Systems."
2022-08-31,Le gestionnaire d'un fonds spéculatif estime que le marché à terme du pétrole est en panne,"Le marché du pétrole est cassé, selon le gestionnaire de fonds spéculatifs Pierre Andurand. Le négociant en matières premières, connu pour ses appels à la hausse, a déclaré sur Twitter que les prix à terme peuvent désormais baisser de 10 dollars le baril par jour ""sans raison apparente"". Ces commentaires font écho à ceux des acteurs du marché, y compris le ministre saoudien de l'énergie, le prince Abdulaziz bin Salman, qui a déclaré que l'extrême volatilité et le manque de liquidité ont conduit le marché à terme à être de plus en plus déconnecté des fondamentaux Les prix du pétrole ont connu des fluctuations quotidiennes de plus de 5 dollars le baril plus d'une douzaine de fois cette année, en particulier depuis l'invasion de l'Ukraine par la Russie De tels mouvements auraient autrefois été considérés comme hors du commun. Mais l'intérêt ouvert pour les contrats à terme sur le pétrole est à son plus bas niveau depuis sept ans, ce qui rend des fluctuations plus importantes plus probables."
2022-08-31,Goldman et Morgan Stanley lèvent les derniers obstacles à Covid,"Deux des plus grandes banques d'investissement de Wall Street lèvent certains des derniers obstacles à la reprise complète des bureaux après la pandémie de Covid-19. Goldman Sachs Group, qui a mené le retour de Wall Street dans les tours de Manhattan en incitant les employés à reprendre leurs trajets réguliers l'année dernière, et Morgan Stanley ont tous deux informé leur personnel qu'ils allaient relâcher certains de leurs efforts d'atténuation de la pandémie de Covid-19 après le week-end de la fête du travail. À New York, les employés de Goldman bénéficiant d'une exemption médicale ou religieuse approuvée pour l'obligation de vaccination de la ville peuvent entrer dans les bureaux sans subir de test ni se couvrir le visage, a indiqué la banque. Ceux qui n'ont pas d'exemption approuvée et qui ne satisfont pas à l'obligation vaccinale doivent continuer à travailler à distance."
2022-08-30,Le candidat du GOP soutenu par Thiel s'en prend à la diversité au sein de la Fed,"Blake Masters, candidat républicain au Sénat de l'Arizona, a déclaré dans un tweet sarcastique que la diversité raciale et de genre au sein de la Réserve fédérale était responsable des perspectives économiques actuelles des États-Unis. Le candidat, qui talonne Mark Kelly, le président démocrate sortant, de huit points dans un sondage de Fox News publié la semaine dernière, a retweeté un rapport de l'Associated Press détaillant le nombre record de femmes, de Noirs et de personnes ouvertement LGBTQ occupant des postes clés au sein de la Réserve fédérale. ""Enfin une explication convaincante des raisons pour lesquelles notre économie se porte si bien"", a fait remarquer M. Masters dimanche. Les réactions allaient de l'approbation ouverte à des accusations cinglantes de sectarisme et de racismeBlake Masters @bgmasters Enfin une explication convaincante des raisons pour lesquelles notre économie se porte si bien The Associated Press @AP La direction de la Réserve fédérale est devenue la plus diversifiée de son histoire. Il y a plus de femmes, de Noirs et d'homosexuels qui contribuent aux décisions de la banque centrale en matière de taux d'intérêt qu'à n'importe quel moment de son histoire de 109 ans. . apnews.com/article/inflat... http://twitter.com/AP/statuses/1563626232348024833 Envoyé via Twitter pour iPhone. Voir le tweet original.   Les représentants de M. Masters, associé de longue date à l'investisseur milliardaire Peter Thiel, n'ont pas répondu immédiatement à une demande de commentaire. La semaine dernière, Politico a rapporté que le super PAC des Républicains du Sénat réduisait d'environ 8 millions de dollars ses dépenses publicitaires en Arizona jusqu'en septembre. Il y a actuellement cinq femmes présidentes de banque de la Réserve fédérale, dont Lorie Logan, qui dirige la branche de Dallas. Lisa Cook est la première femme noire gouverneur de la Réserve fédérale. Les données de la Réserve fédérale publiées en mai montrent toutefois que l'écrasante majorité des employés sont des hommes et des Blancs."
2022-08-30,La répression de Xi dans le domaine de la technologie alimente une nouvelle crise en Chine,"Lorsque Xi Jinping a serré la vis à l'industrie technologique chinoise l'année dernière, il a aggravé une crise de l'emploi pour les esprits les plus jeunes et les plus brillants qui sont nécessaires pour faire tourner l'économie du pays. Secoués par une série de réglementations punitives qui ont gelé les transactions et anéanti la croissance d'un secteur autrefois florissant, les dirigeants du secteur, d'Alibaba Group à Tencent Holdings et Xiaomi Corp. ont commencé cette année à licencier des milliers de personnes. Les réductions préfigurent un changement plus fondamental du rôle traditionnel de l'industrie géante en tant qu'employeur le plus important et le plus recherché, ce qui pourrait avoir de graves conséquences. Le secteur technologique ne leur offrant plus une carrière aussi lucrative et passionnante qu'auparavant, nombre d'entre eux viendront grossir les rangs des chômeurs dans une économie où une personne sur cinq âgée de 16 à 24 ans est déjà sans emploi."
2022-08-29,L'UE prévoit des mesures d'urgence pour contenir les prix de l'électricité,"L'UE se prépare à intervenir sur le marché de l'énergie afin d'atténuer la flambée des coûts de l'électricité et d'essayer ensuite de briser le lien entre les prix du gaz et de l'électricité, selon la présidente de la Commission, Ursula von der Leyen. ""Nous devons développer un instrument qui garantisse que le prix du gaz ne domine plus le prix de l'électricité"", a déclaré Mme von der Leyen, qui dirige l'organe exécutif de l'UE. ""La flambée sans précédent des prix de l'électricité, qui ont presque décuplé au cours de l'année écoulée, a alimenté l'inflation et considérablement alourdi le fardeau économique des entreprises et des ménages qui se remettent de la pandémie. Par ailleurs, le Premier ministre français, Élisabeth Borne, a exhorté les entreprises à réduire leur consommation d'énergie, faute de quoi elles risquent d'être rationnées cet hiver si la Russie interrompt ses livraisons de gaz."
2022-08-29,Goldman Sachs conseille à ses clients d'acheter des matières premières dès maintenant,"Les matières premières sont le meilleur actif à détenir en fin de cycle, et les récentes baisses des prix des matières premières offrent un excellent point d'entrée, selon les analystes de Goldman Sachs Group Inc. dont Sabine Schels. Les économistes de la banque considèrent que le risque de récession en dehors de l'Europe au cours des 12 prochains mois est ""relativement faible"", ont indiqué les analystes dans une note datée du 29 août ""Achetez des matières premières maintenant, préoccupez-vous de la récession plus tard ""Alors que les matières premières fixent le prix d'une récession plus que tout autre actif, les fondamentaux physiques signalent certains des marchés les plus serrés depuis des décenniesCependant, Goldman reconnaît ""que le paysage macroéconomique reste difficile et que le dollar américain pourrait augmenter davantage à court terme ""Parmi les matières premières, les produits pétroliers mèneront probablement le prochain mouvement à la hausse dans l'ensemble du complexe pétrolier, étant donné la saison de maintenance à venir."
2022-08-28,Les fermes desséchées de la Chine à l'Iowa vont peser sur les prix des denrées alimentaires,"La sécheresse réduit les récoltes de la Farm Belt américaine au bassin du fleuve Yangtze en Chine, attisant les craintes de famine dans le monde et pesant sur les perspectives d'inflation.  La dernière alerte en date provient du Midwest américain, Le monde cherche désespérément à reconstituer ses réserves de céréales, diminuées par des perturbations commerciales en mer Noire et des conditions météorologiques défavorables dans certaines des plus grandes régions productrices. Mais une visite des champs américains effectuée par l'industrie au cours de la semaine dernière a stupéfié les acteurs du marché qui s'étaient montrés plus optimistes, avec des rapports faisant état de dommages considérables causés aux cultures par une chaleur brutale et un manque d'eau."
2022-08-26,"BlackRock déclare que la décision du Texas n'est pas ""fondée sur des faits"".","Un haut responsable de BlackRock Inc. a dénoncé la décision des autorités texanes de boycotter le secteur des combustibles fossiles, estimant qu'elle risquait de nuire à la réputation de l'État dans le monde des affaires. Le plus grand gestionnaire d'actifs au monde a été inclus dans une liste de 10 entreprises qui, selon les allégations, évitent le pétrole et le gaz, une désignation qui pourrait finir par coûter à BlackRock des contrats dans le Lone Star State. BlackRock a tenté à plusieurs reprises, au cours de l'examen du Texas, de persuader les fonctionnaires que l'entreprise est l'un des plus grands investisseurs au monde dans l'industrie, avec plus de 100 milliards de dollars dans les entreprises énergétiques du Texas. BlackRock est également le deuxième actionnaire d'Exxon Mobil, dont le siège est au Texas. ""L'une des choses les plus importantes que l'on puisse faire est d'inspirer la confiance dans le fait que l'environnement commercial sera favorable au marché libre et au capital"", a déclaré M. McCombe. ""Cette décision, qui n'est pas fondée sur des faits, n'inspire pas confiance"""
2022-08-26,Twitter doit fournir à Elon Musk des données sur les bots,"Twitter Inc. a reçu l'ordre de fournir plus d'informations sur les spams et les comptes de robots à Elon Musk dans le cadre de son combat juridique pour que le milliardaire achève son acquisition de la plateforme de médias sociaux pour 44 milliards de dollars. Le juge Kathaleen St. J. McCormick de la cour de chancellerie du Delaware a décidé jeudi que Twitter devait fournir des informations sur 9 000 comptes qu'il avait étudiés l'année dernière dans l'espoir d'identifier ceux qui étaient associés à des êtres humains. Twitter a cherché à refuser à Musk l'accès à cet ""instantané historique"" pour des raisons de confidentialité et autres. Twitter doit également ""produire des documents suffisants pour montrer comment ces 9 000 comptes ont été sélectionnés pour l'examen"", a déclaré McCormick dans sa décision. Lors d'une audience mercredi, les avocats de Musk ont accusé leurs homologues de Twitter d'avoir fait de l'obstruction sur les informations concernant les bots lors des échanges d'informations préalables au procès. ""Nous sommes impatients d'examiner les données que Twitter cache depuis de nombreux mois"", a déclaré Alex Spiro, un avocat de Musk, dans un communiqué envoyé par courriel"
2022-08-25,Les constructeurs automobiles japonais sont confrontés aux plus grands risques liés au changement climatique,"Selon une étude de Greenpeace, les trois plus grands constructeurs automobiles japonais sont les plus menacés par le changement climatique parmi les entreprises automobiles mondiales, car une grande partie de leur production reste concentrée sur l'île-nation. Toyota Motor, Honda Motor et Nissan Motor seront confrontés à des défis majeurs allant des ouragans et des inondations aux températures élevées et aux pénuries d'eau, dans les années à venir, en fonction de l'emplacement de leurs usines, a déclaré le groupe de défense de l'environnement, qui a analysé les données des solutions ESG de Moody's sur les risques physiques. Pourtant, comme les changements climatiques rendent les catastrophes naturelles plus fréquentes et plus intenses, les constructeurs automobiles seront confrontés à ""un niveau élevé de risque physique"" de dommages et de perturbations dans leurs installations opérationnelles et dans leurs chaînes d'approvisionnement."
2022-08-25,Les activistes étendent le cas d'écoblanchiment contre Santos,"Les activistes qui lancent l'un des premiers défis juridiques au monde sur l'écoblanchiment des entreprises ont élargi leur action contre Santos Ltd, soulevant de nouvelles allégations sur les plans climatiques de l'entreprise. Selon l'Australasian Centre for Corporate Responsibility (ACCR), le groupe d'actionnaires activistes qui a lancé l'action, c'est la première fois qu'une grande entreprise est mise en cause pour ses objectifs de réduction des émissions. Les détails glanés au cours de la procédure de découverte juridique, qui a permis à l'ACCR d'accéder à des documents internes supplémentaires de Santos, ont soulevé de nouvelles questions sur les promesses de l'entreprise d'utiliser la technologie de capture du carbone et le mélange de gaz naturel avec de l'hydrogène pour atteindre les objectifs climatiques, a déclaré le directeur exécutif du groupe, Brynn O'Brien, dans un communiquéLa société Santos s'est refusée à tout commentaire."
2022-08-24,BlackRock et UBS placés sur la liste du Texas après l'examen du secteur de l'énergie,"Le Texas a pris des mesures qui pourraient empêcher BlackRock, UBS Group et huit autres sociétés financières de faire des affaires avec l'État, après avoir constaté qu'elles étaient hostiles à l'industrie de l'énergie. Glenn Hegar, le contrôleur républicain de l'État, a identifié les sociétés qui, selon lui, ""boycottent"" le secteur des combustibles fossiles. Il s'agit de BNP Paribas, Credit Suisse, Danske Bank, Jupiter Fund Management, Nordea Bank, Schroders, Les républicains ont soutenu une loi de l'État qui est entrée en vigueur en septembre et qui empêche l'État de conclure certains contrats avec des entreprises qui ont réduit leurs liens avec les entreprises énergétiques émettrices de carboneLe Texas est le premier producteur national de brut et de gaz naturel."
2022-08-24,La sécheresse historique en Chine provoque une crise de l'électricité,"Wan Jinjun, un retraité de 62 ans qui nage dans le fleuve Yangtze presque tous les jours depuis dix ans à Wuhan, a déclaré qu'il n'avait jamais vu une telle sécheresse auparavant. Le plus long fleuve d'Asie, qui s'écoule sur environ 6 300 kilomètres à travers la Chine et alimente des fermes qui fournissent une grande partie de la nourriture du pays, ainsi que d'immenses centrales hydroélectriques, dont le barrage des Trois Gorges, la plus grande centrale électrique du monde, a été victime d'un été particulièrement rigoureux. Aujourd'hui, le niveau est le plus bas pour cette période de l'année depuis le début des relevés en 1865. ""Et il continue de baisser"", a déclaré Wan, qui, la semaine dernière, a dû descendre près de 100 marches - habituellement cachées sous la ligne d'eau - pour se rafraîchir par une journée étouffante de 40 degrés Celsius (104 degrés Fahrenheit)La baisse du niveau de l'eau du Yangtsé a entravé la production d'électricité dans de nombreuses centrales hydroélectriques clés, provoquant un chaos énergétique dans certaines parties du pays. Les grandes villes, dont Shanghai, éteignent les lumières et les escaliers roulants et réduisent l'utilisation de l'air conditionné. Tesla a annoncé des perturbations dans la chaîne d'approvisionnement de son usine de Shanghai."
2022-08-23,"Le milliardaire Doerr considère Tesla comme sa ""pire"" décision","L'investisseur en capital-risque John Doerr a investi très tôt dans Google et Amazon, et a laissé de côté Tesla. Il a déclaré que c'était l'un de ses plus grands regrets. Le président milliardaire de Kleiner Perkins a eu l'occasion en 2007 de soutenir ""un entrepreneur ambitieux et un peu fou"" nommé Elon Musk avant qu'il ne devienne l'homme le plus riche du monde. Il a décidé de ne pas le faire parce que les nouvelles entreprises automobiles échouent traditionnellement beaucoup plus souvent qu'elles ne réussissent. ""C'est probablement la pire décision d'investissement de tous les temps"", a déclaré M. Doerr, 71 ans, lors d'un épisode de l'émission ""Wealth with David Rubenstein"" à la télévision."
2022-08-22,Le nouveau CEO du Credit Suisse procède à son premier grand remaniement,"Le Credit Suisse Group a nommé Dixit Joshi, trésorier de la Deutsche Bank, au poste de directeur financier et Francesca McDonagh au poste de directrice des opérations, dans le cadre du premier grand remaniement de la direction sous la houlette du nouveau directeur général, Ulrich Koerner. Dixit Joshi prendra ses fonctions le 1er octobre, en remplacement de David Mathers, qui a annoncé son départ. Mme McDonagh, PDG sortant du groupe Bank of Ireland, a été recrutée cette année pour superviser la région Europe, Moyen-Orient et Afrique lors de son entrée en fonction en septembre. Ces nouvelles nominations sont les premières mesures décisives prises par M. Koerner, qui a remplacé Thomas Gottstein ce mois-ci, et indiquent qu'il n'a pas peur d'annuler les décisions prises par ses prédécesseurs. Elles soulignent également l'urgence de réparer la banque après des années de bricolage qui l'ont empêchée de regagner la confiance des investisseurs. La banque a été affectée par des problèmes financiers et de réputation suite à l'effondrement d'Archegos Capital Management et de Greensill Capital."
2022-08-22,Les exportations chinoises de produits solaires ne cessent de croître,"Les ventes de modules et de cellules solaires des centres de production chinois ne montrent aucun signe de ralentissement et ont atteint un nouveau record en juillet. Il s'agit généralement d'un indicateur avancé de la construction d'installations solaires. Toutefois, certains développeurs et installateurs pourraient acheter des modules plus rapidement qu'ils ne peuvent actuellement les utiliser, en prévision d'une crise énergétique prolongée, selon NEFT. Les plus grands marchés extérieurs pour les produits solaires chinois se trouvent en Europe, avec en tête les Pays-Bas, bien que les produits arrivant au port de Rotterdam finissent souvent en Allemagne, en Pologne ou dans d'autres pays d'Espagne et d'Allemagne. Le Brésil était la deuxième destination d'exportation en juillet."
2022-08-21,La dernière grève au Royaume-Uni va bouleverser les chaînes d'approvisionnement,"Environ 2 000 dockers du port de Felixstowe, au Royaume-Uni, ont entamé une grève qui interrompra le flux de marchandises passant par le plus grand point d'entrée du pays pour les importations et les exportations conteneurisées. Traitant environ un tiers du volume total de conteneurs de la Grande-Bretagne et une part encore plus importante du commerce direct avec l'Asie, cet établissement de la côte est, qui compte environ 25 000 habitants, est l'équivalent économique des ports américains voisins de Los Angeles et Long Beach ou de la principale plaque tournante commerciale de l'Union européenne à Rotterdam. A.P. Moller-Maersk A/S, le deuxième transporteur mondial de conteneurs, a déclaré la semaine dernière que deux navires ne feraient pas les escales habituelles et déchargeraient les cargaisons à destination de Felixstowe dans des ports continentaux avant de les renvoyer à la fin de la grève. Un autre navire passera par le London Gateway de DP World Ltd, le troisième port le plus fréquenté du Royaume-Uni."
