Date,headline,text
2022-09-04,Card Companies Asked to Flag Suspicious Gun Purchases,"The New York and California attorneys general called on credit-card companies to start tracking all gun sales and flag suspicious activity such as large purchases of guns or ammunition. New York’s Letitia James and California’s Rob Bonta said the effort would help end illegal gun trafficking and tackle gun violence. They singled out American Express, Mastercard and VisaCredit-card companies monitor purchases of almost everything, yet “no category exists for the multibillion-dollar gun and ammunition industry,” James said. “Categorizing gun sales can help us work with our partners in police departments to combat gun violence and save lives”Bonta and James urged the credit-card companies to create a merchant category code for all gun sales and to flag large purchases or other suspicious activity for law enforcement agencies"
2022-09-02,Trian’s London Fund to Close Amid Investor Pressure,"A London-listed money pool linked to activist Nelson Peltz’s Trian Fund Management will return clients’ capital and close after months of wrangling over the way the fund is run.  Trian Investors 1 Ltd. said it will redeem 95% of each shareholders’ stake by the end of June 2023 after “a significant portion” of current investors said they “would like the opportunity to exit”While total proceeds will depend on the share price, the redemption would have been worth about £420 million ($485 million) if it had taken place on July 31"
2022-09-02,Jefferies Tells Staff to Come Back to Office,"Jefferies Financial Group asked staffers to come back to the office on a more consistent basis as it looks to work through its investment-banking backlog in the coming months.  The company has “no issue” when employees need to work from home from time to time, though it wants senior bankers to be coming in to motivate their junior counterparts, according to a memo to staff Thursday. Still, it wouldn’t go as far as checking badge swipes in and out of the office“We are not going to look at individual names on the turnstiles,” Chief Executive Officer Rich Handler and President Brian Friedman said in the memo. “As long as Covid continues to be manageable, we need everyone back in our offices on a consistent basis so we can truly maximize our fourth and final quarter and the future that is ahead”The memo follows similar moves from banks including Goldman Sachs Group and Morgan Stanley in recent days as Wall Street seeks once again to get workers back at their desks in towers across Manhattan. Office attendance has remained stubbornly low in New York, with average occupancy hitting 35.3% last week, according to Kastle Systems"
2022-08-31,Hedge Fund Manager Says Oil Futures Market Is Broken,"The oil market is broken, according to hedge fund manager Pierre Andurand. The commodities trader known for his bullish calls opined on Twitter that futures can now move $10 a barrel lower a day “for no apparent reason”The comments echo those of market participants, including the Saudi Arabian Energy Minister Prince Abdulaziz bin Salman, who said extreme volatility and lack of liquidity has led to the futures market being increasingly disconnected from fundamentalsOil prices have seen daily swings of more than $5 a barrel over a dozen times this year, particularly since Russia’s invasion of UkraineSuch moves once would have been considered out of the ordinary. But open interest in oil futures is at a seven-year low, making bigger fluctuations more likely"
2022-08-31,"Goldman, Morgan Stanley Remove Final Covid Hurdles","Two of Wall Street’s most prominent investment banks are removing some of the final hurdles to fully returning to offices following the Covid-19 pandemic. Goldman Sachs Group, which led Wall Street’s return to Manhattan towers by pushing employees to resume regular commutes last year, and Morgan Stanley both told staff that they will ease some of their remaining Covid-19 mitigation efforts after the Labor Day weekendGoldman will let employees outside New York enter offices regardless of vaccination status, with no requirement to participate in regular testing or wear face coverings, according to a memo sent to staff. The bank cited new US Centers for Disease Control guidelines as well as improved treatments and wide availability of testingIn New York, Goldman employees with an approved medical or religious exemption to the city’s vaccine mandate can enter offices with no testing or face coverings, the bank said. Those without an approved exemption and who don’t meet the mandate should continue to work remotely"
2022-08-30,Thiel-Backed GOP Nominee Lashes Out at Fed Diversity,"Blake Masters, the Republican US Senate nominee in Arizona, said in a sarcastic tweet that the current racial and gender diversity at the Federal Reserve is responsible for the US’s current economic outlook. The candidate, who was trailing Mark Kelly, the Democratic incumbent, by eight points in a Fox News poll released last week, re-tweeted an Associated Press report that detailed the record number of women, as well as Black and openly LGBTQ people, in key roles at the Federal Reserve. “Finally a compelling explanation for why our economy is doing so well,” Masters remarked on Sunday. Responses ranged from open endorsement, to blistering accusations of bigotry and racismBlake Masters  @bgmasters   Finally a compelling explanation for why our economy is doing so well   The Associated Press  @AP   Leadership at the Federal Reserve has become its most diverse ever. There are more female, Black and gay officials contributing to the central bank’s interest-rate decisions than at any time in its 109-year history. . apnews.com/article/inflat… http://twitter.com/AP/statuses/1563626232348024833 Sent via Twitter for iPhone. View original tweet.   Representatives for Masters, a longtime associate of billionaire investor Peter Thiel, did not immediately respond to a request for comment. Last week, Politico reported that the Senate Republicans’ super PAC was cutting around $8 million in ad spending in Arizona through SeptemberThere are currently five female Federal Reserve bank presidents, including Lorie Logan, who leads the Dallas branch. Lisa Cook is the Federal Reserve’s first Black female governor. Federal Reserve data released in May, however, show that the overwhelming majority of employees are male and White"
2022-08-30,Xi’s Tech Crackdown Fuels Another Crisis in China,"When Xi Jinping tightened the screws on China’s technology industry last year, he escalated a jobs crisis for the youngest and brightest minds needed to power the nation’s economy. Rocked by a series of punishing regulations that froze deal- making and wiped out the once-swaggering industry’s growth, sector leaders from Alibaba Group to Tencent Holdings and Xiaomi Corp. this year began firing people by the thousandsThe cutbacks foreshadow a more fundamental shift in the giant industry’s traditional role as the largest and most sought-after employer, with potentially grave consequencesA record of almost 11 million new graduates are expected to flood the labor market this year. With the tech sector no longer offering them as lucrative and exciting a career path as it once did, many will join the jobless ranks in an economy where one in five people between the ages of 16 and 24 are already out of work"
2022-08-29,EU Plans Emergency Steps to Contain Power Prices,"The EU is preparing to intervene in the energy market to dampen soaring power costs and then attempt to break the link between gas and electricity prices, according to Commission President Ursula von der Leyen. “We have to develop an instrument which makes sure that the gas price no longer dominates the electricity price,” said von der Leyen, who heads the EU’s executive body. “We’re seeing now with these exorbitantly high gas prices that we must decouple”The unprecedented spike in power prices, which have soared almost 10-fold in the past year, has fueled inflation and dramatically increased the economic burden on businesses and households recovering from the pandemic	Separately, French Prime Minister Elisabeth Borne urged businesses to cut energy use or face possible rationing this winter if Russia halts gas deliveries"
2022-08-29,Goldman Sachs Tells Clients 'Buy Commodities’ Now,"Commodities are the best asset to own late cycle, and recent declines in raw material prices offer a great entry point, according to Goldman Sachs Group Inc. analysts including Sabine Schels. Bank’s economists see the risk of recession outside Europe in the next 12 months as “relatively low,” the analysts said in an Aug. 29 note “Buy commodities now, worry about the recession later”While commodities pricing a recession more than any other asset, physical fundamentals signal some of the tightest markets in decadesStill, Goldman acknowledged “that the macro landscape remains challenging and the US dollar could rise further short term”Among commodities, petroleum products will likely lead the next move higher across the entire oil complex given upcoming maintenance season"
2022-08-28,Dried-Out Farms From China to Iowa to Hit Food Prices,"Drought is shrinking crops from the US Farm Belt to China’s Yangtze River basin, ratcheting up fears of global hunger and weighing on the outlook for inflation.  The latest warning flare comes out of the American Midwest, where some corn is so parched stalks are missing ears of grain and soybean pods are fewer and smaller than usualThe dismal report from the Pro Farmer Crop Tour has helped lift a gauge of grain prices back to the highest level since JuneThe world is desperate to replenish grain reserves diminished by trade disruptions in the Black Sea and unfavorable weather in some of the largest growing regionsBut an industry tour of US fields over the past week stunned market participants  who had been more optimistic  with reports of extensive crop damage due to brutal heat and a lack of water"
2022-08-26,BlackRock Says Texas Decision Isn’t ‘Fact-Based’,"A senior BlackRock Inc. executive blasted a finding by Texas officials that the firm boycotts the fossil-fuel sector, saying the decision risks damaging the state’s reputation in the business community. The world’s largest asset manager was included on a list of 10 companies that allegedly shun oil and gas, a designation that may wind up costing BlackRock deals within the Lone Star StateBlackRock tried repeatedly during Texas’s review to persuade officials that the firm is among the world’s biggest investors in the industry, with more than $100 billion in Texas energy companies. BlackRock also is the second-largest shareholder of Texas-based Exxon Mobil“One of the most important things you can do is instill confidence that the business environment is going to be pro-free market and pro-capital,” McCombe said. “This decision, which isn’t fact-based, doesn’t instill confidence”"
2022-08-26,Twitter Ordered to Give Elon Musk Data on Bots,"Twitter Inc. was ordered to hand over more information about spam and bot accounts to Elon Musk as part of its legal fight to make the billionaire complete his $44 billion acquisition of the social-media platform. Delaware Chancery Court Judge Kathaleen St. J. McCormick Thursday ruled Twitter must turn over information about 9,000 accounts it surveyed last year in hopes of identifying which had human beings attached to them. Twitter sought to deny Musk access to this “historical snapshot” on privacy and other groundsTwitter also “must produce documents sufficient to show how those 9,000 accounts were selected for review,” McCormick said in her ruling. At a hearing on Wednesday, Musk’s lawyers accused their Twitter counterparts of stonewalling them on the bots information in pre-trial information exchangesTwitter didn’t immediately respond to a request for comment. “We look forward to reviewing the data Twitter has been hiding for many months,” Alex Spiro, a lawyer for Musk, said in an emailed statement"
2022-08-25,Japanese Carmakers Face Biggest Climate Change Risks,"Japan’s three largest carmakers are facing the greatest risk from climate change among global auto companies because much of their manufacturing remains concentrated on the island nation, according to a study by Greenpeace. Toyota Motor, Honda Motor and Nissan Motor will face major challenges ranging from hurricanes and flooding, to high temperatures and water shortages, in the coming years based on where their factories are located, said the environmental- advocacy group, which analyzed data from Moody’s ESG Solutions on physical risksWhen it comes to ESG issues, the spotlight is usually on the impact that manufacturers have on the climate, or society. Yet, as changes in the weather make the impact of natural disasters more frequent and intense, carmakers will face “a high level of physical risk” of damage and disruption at their operational facilities and from their supply chains"
2022-08-25,Activists Expand Greenwashing Case Against Santos,"Activists mounting one of the world’s first legal challenges over corporate greenwashing have expanded a case against Santos Ltd., raising fresh allegations about the company’s climate plans. A suit filed against the oil and gas producer is the first time a major company has been challenged over emissions-reduction targets, according to the Australasian Centre for Corporate Responsibility, the shareholder activist group that launched the actionDetails gleaned through the legal discovery process, which gave the ACCR access to additional internal Santos documents, have raised fresh questions about company’s pledges to use carbon-capture technology and the blending of natural gas with hydrogen to achieve climate targets, the group’s Executive Director Brynn O’Brien said in a statementSantos declined to comment."
2022-08-24,"BlackRock, UBS Put on Texas List After Energy Review","Texas is taking steps that may cost BlackRock, UBS Group and eight other financial firms business with the state after finding them to be hostile to the energy industry. Glenn Hegar, the Republican state comptroller, identified the firms he said “boycott” the fossil-fuel sectorThey are BNP Paribas, Credit Suisse, Danske Bank, Jupiter Fund Management, Nordea Bank, Schroders, Svenska Handelsbanken and Swedbank  as well as BlackRock and UBSRepublicans backed a state law that took effect in September that constrains the state from entering into certain contracts with companies that have curbed their ties to carbon-emitting energy businessesTexas is the nation’s top producer of crude and natural gas"
2022-08-24,China’s Historic Drought Spawns Power Crisis,"Wan Jinjun, a 62-year-old retiree who has swum the Yangtze River almost every day for the past decade in Wuhan, said he’s never seen a drought like this before. An extreme summer has taken a toll on Asia’s longest river, which flows about 3,900 miles (6,300 kilometers) through China and feeds farms that provide much of the country’s food and massive hydroelectric stations, including the Three Gorges Dam — the world’s biggest power plantA year ago, water lapped almost as high as the riverbank where Wan swims. Now, the level is at the lowest for this time of year since records began in 1865“And it keeps going down,” said Wan, who last week needed to descend almost 100 steps — usually hidden beneath the water-line — to cool off on a sweltering 40-degree-Celsius (104 degrees Fahrenheit) dayYangtze’s retreating water levels have snarled electricity generation at many key hydropower plants, sparking energy chaos across parts of the country. Mega cities including Shanghai are turning off lights, escalators and cutting back on air conditioning. Tesla has warned of disruptions in the supply chain for its Shanghai plant"
2022-08-23,Billionaire Doerr Calls Tesla His ‘Worst’ Decision,"Venture capitalist John Doerr invested early in Google and Amazon, and passed on Tesla. He said it’s one of his biggest regrets. The billionaire chairman of Kleiner Perkins had the opportunity in 2007 to back “an ambitious, slightly crazy entrepreneur” named Elon Musk before he became the world’s richest manHe decided against it because new car companies traditionally fail far more often than they succeed“That’s probably the worst investment decision of all time,” Doerr, 71, said on an episode of “ Wealth with David Rubenstein” on  Television"
2022-08-22,Credit Suisse’s New CEO Makes First Big Reshuffle,"Credit Suisse Group tapped Deutsche Bank’s treasurer Dixit Joshi as chief financial officer and elevated Francesca McDonagh to operating chief in the first big leadership reshuffle under new Chief Executive Officer Ulrich Koerner. Joshi will take over on Oct. 1, replacing David Mathers who previously announced he’s stepping down. McDonagh, the outgoing CEO of Bank of Ireland Group, was originally hired this year to oversee the Europe, Middle East and Africa region when she joins in September. That role will now fall to wealth management head Francesco de Ferrari, who has run the region in the interimThe new appointments are the first decisive moves by Koerner, who replaced Thomas Gottstein this month, and signal he’s not afraid to undo decisions made by his predecessors. They also underscore the urgency of fixing the bank after years of tinkering around the edges left it unable to regain investor confidenceThe bank has been plagued by financial and reputational hits from the blow-up of Archegos Capital Management and Greensill Capital"
2022-08-22,China’s Solar Exports Keep Growing and Growing,"Sales of solar modules and cells from China’s manufacturing hubs show no sign of slowing down, hitting another record high in July. This is usually a leading indicator of solar build. However, some developers and installers may be buying modules faster than they can currently use them, in anticipation of a protracted energy crisis, according to NEFThe biggest external markets for Chinese solar products are in Europe, led by the Netherlands  though product coming in to Rotterdam port often ends up in Germany, Poland or other countries  Spain and Germany. Brazil was the second-largest export destination in July"
2022-08-21,Latest UK Strike Is Set to Upend Supply Chains,"About 2,000 dockers at the Port of Felixstowe in the UK have started a strike that will halt the flow of goods through the country’s largest gateway for containerized imports and exports. Handling about a third of Britain’s total container volume and an even bigger share of direct trade with Asia, the east coast settlement of about 25,000 people is the economic equivalent of the neighboring US ports of Los Angeles and Long Beach or the European Union’s premier trade hub in RotterdamShipping lines plan to reroute cargo around the picket line, adding time and cost. A.P. Moller-Maersk A/S, the world’s No. 2 container carrier, said last week that two ships will skip usual stops and unload Felixstowe-bound consignments at continental ports before sending them on when the strike ends. Another will switch to DP World Ltd.’s London Gateway, the UK’s third-busiest port"
2022-08-18,Label Gets Stripped From 23% of EU Funds in Review,"Almost a quarter of funds that claim to “promote” sustainability under European regulations don’t deserve an “ESG” label, according to a fresh review by market researcher Morningstar Inc. The analysis, which looked at funds classified as Article 8 within the EU’s Sustainable Finance Disclosure Regulation, shows that 23% don’t live up to environmental, social or governance investing principles, Boya Wang, ESG analyst at Morningstar, said in an interviewTo justify an ESG tag within Morningstar’s definition of the term, a fund’s investment strategy can’t rely only on excluding so-called sin stocks like tobacco, coal or weapons, Wang said. “Many Article 8 funds will not be tagged as sustainable funds under our framework,” he saidThe assessment is the latest to raise questions around a key pillar of Europe’s efforts to become of global champion of sustainability. No other jurisdiction has raced ahead with such an ambitious program for transforming the entire asset management industry. But even regulators are starting to warn that the process has left too many opportunities for greenwashing"
2022-08-18,Rare Debt Product Seen as Key to Dodging Greenwashing,"A rarely-used financial product that makes it easier to monitor the performance of sustainable projects has been endorsed as a reliable way to avoid greenwashing in the $4 trillion ESG debt market. The idea combines green debt, where proceeds are broadly used to fund environmental projects, with sustainability-linked bonds (SLBs), where the amount of interest an issuer pays depends on whether it meets specific sustainability goals. The Institute for Energy Economics and Financial Analysis, which advocates for a faster transition from fossil fuels, said on Thursday that a hybrid model  so-called green SLBs  can ease investors’ greenwashing concerns and become best practice for sustainable debtSo far only a handful of green SLBs have found their way into the market, including one issued by Austrian electricity provider Verbund AG, and others by Japan’s Takamatsu Construction Group Co. and China’s Yunnan Provincial EnergyThe expectation is that more issuers will experiment with the structure, allowing investors to fund environmentally-friendly projects while giving companies an incentive to improve their sustainability performance"
2022-08-17,"As Hate Builds, Investment Movement Rethinks Its Name","A number of sustainable investing champions say it’s time for the “ESG” label to be shelved and replaced by something less likely to draw attacks from both the political right and left. Robert Eccles, a professor who’s spent the past 12 years researching sustainability at Harvard Business School and now University of Oxford’s Said Business School, says the term “just doesn’t have value anymore. Let’s change the conversation”ESG has this year become the subject of intense debate. As an acronym, it’s somehow morphed into a lightning rod for conservatives in the US, who use it to fire up attendees at Republican rallies. Florida Governor Ron DeSantis – a potential 2024 presidential candidate – wooed voters last month with a pledge to “protect” them from the ESG movement, which he claims threatens their economic freedom by putting “social causes” ahead of “the will of the people.”"
2022-08-17,Bill Gates Quietly Helped Save Biden’s Climate Bill,"The billionaire philanthropist was among those lobbying Joe Manchin, starting before Biden took the White House. A look at the influencers who secured a rare climate win. It was the middle of July — with temperatures surging through one of the hottest summers in US history, half of the country in drought — and the Senate’s all-important member, Joe Manchin of West Virginia, had slammed the brakes on legislation to combat global warming. AgainThat’s when billionaire philanthropist and clean-energy investor Bill Gates got on the phone with Senate Majority Leader Chuck Schumer, whose job it was to hold together the Democrats’ no-vote-to-spare majorityOne of the world’s richest men felt he had to give one of the nation’s most powerful lawmakers a little pep talk. “[Schumer] said to me on one call that he’d shown infinite patience,” Gates recounted in an interview last week, describing for the first time his personal effort to keep climate legislation alive“You’re right,” Gates told Schumer. “And all you need to do is show infinite plus one patience”"
2022-08-17,Water Companies Face Frosty Reception on UK Markets,"Extreme hot weather has exposed flaws in England’s water system  and could make it harder for the country’s unpopular, privatized utilities to borrow money on the public markets. UK water companies normally issue new bonds in the second half of the year, as firms return to debt markets after a summer slowdownThis year, however, investors are ready to demand higher yields, especially for providers lagging behind on their leakage targetsAs much as three billion liters leaks from Britain’s water system every day, equivalent to the average usage of nearly 30% of the UK, prompting public anger at the bonuses and high salaries paid to utility giants’ bossesA drought was officially declared across much of England last week and millions of families have been hit by restrictions on their water usage."
2022-08-16,"Tech Helps Big Oil Pump More, Belying Climate Pledges","It’s been a blockbuster summer for Big Oil. Exxon Mobil Corp. and Chevron Corp. posted record profits thanks to surging energy prices. The new US climate bill includes concessions to oil and gas companies. There are other, quieter beneficiaries: Microsoft Corp., Amazon.com Inc. and the other cloud-services companies that are increasingly responsible for the computing horsepower behind the oil giants’ efforts to find and extract more oil and natural gas. Among other things, Microsoft is making it possible for Exxon to analyze reams of oil field data. Amazon is helping drillers run simulations to maximize how much oil they can pump from existing wellsIt’s an awkward look for companies that have pledged to cut their own emissions. Microsoft has vowed to remove more carbon from the atmosphere than it emits by 2030, while Amazon has committed to eliminating greenhouse gases from its operations by 2040"
2022-08-15,"Vatican-Backed Fund Makes Big Promises, Small Returns","The brief speech didn’t rank among Danny DeVito’s most memorable performances. Addressing the packed auditorium of Rome’s Pontifical Urban University in an untucked navy shirt, the actor delivered a bumbling introduction from a sheet before handing the microphone to Cardinal Peter Turkson, a leading figure in the Catholic Church and once a possible contender to be PopeTowering over DeVito in the front row of the Aula Magna was a smiling Eric Harr. A well-connected Silicon Valley entrepreneur, Harr had organized the gathering near the Vatican on Dec. 4, 2017, to celebrate the work of a little-known but innovative impact investment firm called Laudato Si ChallengeSet up about a year earlier, Laudato Si  Italian for ‘praise be to you’  promised to join celebrities and investment firms with religious and academic institutions to tackle some of the world’s most pressing issues, from climate change and poverty to refugee crises, all under the spiritual guidance of the Vatican"
2022-08-14,Aramco Follows Rivals Recording Surge in Oil Profits,"Saudi Aramco posted the biggest quarterly adjusted profit of any listed company globally driven by high crude prices and production. Aramco followed big oil rivals reporting a surge in profits. Net income rose to $48.4 billion in the second quarter, up from $25.5 billion a year earlier, the state-controlled company said on Sunday. The company is using the windfall to reduce debt and invest in a huge expansion of its production capacityAramco “expects oil demand to continue to grow for the rest of the decade, despite downward economic pressures on short-term global forecasts” Chief Executive Officer Amin Nasser saidDespite concerns about climate change, surging crude prices have led many western leaders to call on Saudi Arabia to pump more oil to help tackle global inflation. US President Joe Biden traveled to Jeddah last month to request a boost in oil output. Yet the Saudi led group has taken only modest action since then. At its last meeting OPEC plus agreed to a 100,000 a day output increase as it worried about its dwindling spare capacity"
2022-08-12,Goldman Analysts Zero In on Cybersecurity Risks,"The kinds of assets ESG investors like to hold often have one thing in common: they’re increasingly exposed to cybersecurity risks, according to analysts at Goldman Sachs Group Inc.  “We went down the list of these different technologies that need to be deployed to meet goals like infrastructure, clean water and net zero, and a majority of them need reliable networks,” said Brian Singer, an analyst at Goldman Sachs in New York. “If we don’t have reliable networks then we don’t have copper, aluminum let alone semiconductors and electricity transmission” The majority of cyberattacks have tended to target industries such as healthcare, financials and technology, according to a recent analysis by Lombard Odier Investment Managers. In other words, sectors in which ESG investors are generally overweight. With a spike in the intensity of cyberattacks on the energy industry last year, the total costs of cybercrime hit $6 trillion in 2021, and may well exceed $10 trillion by 2025, Lombard Odier estimatesIt’s a risk that investors in technology and renewable energy infrastructure  two key ESG sectors  can’t afford to ignore, Singer said"
2022-08-12,China State-Owned Giants to Delist From US Amid Spat,"Five of China’s largest state-owned companies announced plans to delist from US exchanges as the two countries struggle to come to an agreement allowing American regulators to inspect audits of Chinese businesses. China Life Insurance Co., PetroChina Co. and China Petroleum & Chemical Corp.all disclosed their intentions to delist in statements published in quick succession on Friday, along with Aluminum Corp. of China and Sinopec Shanghai Petrochemical Co.The US and China have been at odds for two decades over allowing American inspectors access to the audit work papers of Chinese companies. Negotiators have yet to hammer out an agreement with the clock ticking on a congressionally imposed deadline of 2024 to kick off businesses that don’t complyMainland China and Hong Kong are the only two jurisdictions worldwide that don’t allow inspections by the Public Company Accounting Oversight Board, with officials there claiming national security and confidentiality concerns"
2022-08-11,Jefferies Wins Texas Deal With No Anti-GOP Policies,"Jefferies Financial Group Inc. may not seem the obvious choice to handle what is poised to be the biggest municipal-bond deal ever in Texas.  It’s not one of the largest Wall Street banks, nor is it a top- five player in the nationwide muni market. What’s more, the nearly $13 million fee that Jefferies proposed for handling the $3.4 billion offering wasn’t even the lowest. Several larger banks, including Morgan Stanley and UBS Group AG, asked for a smaller paymentBut Jefferies’ ultimately successful pitch to win the deal  which also touted its deep expertise in complicated bond structures  contained a point that many other large, national banks couldn’t put in their proposals: It has never run afoul of new, Republican-backed state laws seeking to punish Wall Street for limiting its work with the fossil fuels and firearms industries“We were not forced to resign from any transactions in the State nor were we identified in the press or mentioned in the State Legislative Hearings,” said the Jefferies proposal, obtained through a public-records request"
2022-08-11,"Litigation Fears Sink Share Prices of Sanofi, GSK","Sanofi, GSK Plc and Haleon Plc have lost tens of billions in market value this week amid mounting concerns about litigation around the recalled heartburn drug Zantac. A once-popular antacid, Zantac has drawn a flurry of US personal-injury lawsuits alleging it causes cancer. Sanofi, GSK and Boehringer Ingelheim GmbH  among many other generic drug makers  are accused in the lawsuits of failing to properly warn users about health risksWhile news of the litigation is not new, the publication of a series of analyst notes in recent days highlighting the potential exposure the companies face awoke investors to the risksIndeed, the damages from Zantac litigation could possibly reach $10.5 billion to $45 billion, according to analysts at Morgan Stanley, based on similar litigation settlements in the past. “There is considerable uncertainty at this stage surrounding the potential total financial impact of the Zantac litigation,” they wrote in a note to clients"
2022-08-10,"Europe’s Rivers Run Dry, Curbing $80 Billion in Trade","In the midst of an arid summer that set heat records across Europe, the continent’s rivers are evaporating. The Rhine — a pillar of the German, Dutch and Swiss economies for centuries — has dried up to the point of becoming all but impassable at a key bottleneck, stymieing vast flows of diesel and coalThe Danube, which snakes its way 1,800 miles through central Europe to the Black Sea, is gummed up too, hampering grain and other tradeAcross Europe, transport is just one of the elements of river-based commerce that’s been upended by climate changeFrance’s power crisis has worsened because the Rhone and Garonne are too warm to effectively cool nuclear reactors, and Italy’s Po is too low to water rice fields and sustain clams for “pasta alle vongole”"
2022-08-10,Musk Sells Tesla Stake to Avoid Twitter Fire Sale,"Elon Musk offloaded $6.9 billion of stock in Tesla Inc., the billionaire’s biggest sale on record, saying he wanted to avoid a last-minute selloff of the electric-car maker’s shares in the event he is forced to go ahead with his aborted deal to buy Twitter Inc. Tesla’s chief executive officer sold about 7.92 million shares on Aug. 5, according to a series of regulatory filings that landed after US markets closed TuesdayAs speculation mounted over the reason for the disposal, Musk responded in a series of late night tweets, saying he wanted to avert an emergency sale of stock if he is compelled to complete the $44 billion takeover of Twitter, which he walked away from last monthAsked by followers if he was done selling Tesla shares and would buy the stock again if the deal doesn’t close, Musk responded: “Yes”  Elon Musk  @elonmusk   Replying to Sawyer Merritt 📈🚀@SawyerMerritt Yes.     In the (hopefully unlikely) event that Twitter forces this deal to close *and* some equity partners don’t come through, it is important to avoid an emergency sale of Tesla stock. Sent via Twitter for iPhone. View original tweet."
2022-08-10,Musk’s Cash Needs Under Scrutiny After Big Tesla Sale,"For the second time this year, Elon Musk said he’s finished selling Tesla Inc. stock. Some investors and analysts closely monitoring his escalating drama with Twitter Inc. aren’t convinced. Musk, Tesla’s chief executive officer, dumped another $6.9 billion worth of shares on Aug. 5, according to regulatory filings Combined with his sales in April, when he launched his $44 billion bid to buy the social-media platform, he has raised about $15 billion in cash from reducing his stake in the electric carmaker, which makes up the bulk of his $250.2 billion fortuneThe world’s richest person said he made the move now “to avoid an emergency sale of Tesla stock” in the event he was forced to close his Twitter deal  Elon Musk  @elonmusk   Replying to Sawyer Merritt 📈🚀@SawyerMerritt Yes.     In the (hopefully unlikely) event that Twitter forces this deal to close *and* some equity partners don’t come through, it is important to avoid an emergency sale of Tesla stock. Sent via Twitter for iPhone. View original tweet."
2022-08-10,"Anti-Woke ETF Backed by Thiel, Ackman Celebrates Oil","An anti-activism exchange-traded fund of sorts has launched to supposedly “unshackle” energy companies from climate concerns that some investors have forced them to reckon with.  The aim of the Strive US Energy ETF (ticker DRLL), which began trading on Tuesday, is to accumulate enough assets for the Ohio- based manager to have a say in the boardroom, according to co- founder Vivek Ramaswamy Strive launched this year with backing from billionaire investors including Peter Thiel and Bill AckmanDRLL joins a small but growing wave of so-called anti- ‘woke’ ETFs after issuers such as BlackRock Inc. put their heft behind environmental, social and governance-focused funds in recent years. With an expense ratio of 41 basis points, Strive is directly positioning itself against BlackRock’s $2 billion iShares US Energy ETF (IYE), which charges the same fee"
2022-08-09,Europe Lurches Into Deepening Energy Crisis,"Europe’s energy security suffered another blow after Russian crude flows through Ukraine to Hungary, Slovakia and the Czech Republic were halted because sanctions prevented payment of a transit fee.  While Russia’s oil-pipeline operator Transneft PJSC said there was no effect on the northern leg of the Druzhba pipeline, which runs through Belarus to Poland and Germany, the southern portion of the link was shut down on Aug. 4Russia has already blamed international sanctions for curbing flows of natural gas to Europe through the Nord Stream pipeline. Similar disruption to oil flows would deepen the region’s energy crisis, adding to pressure on inflation and amplifying the risk of recession"
2022-08-09,Ex-Citi Banker Slams Tactics Used by Bond Vigilantes,"Bond investors who force lopsided ESG agendas on impoverished nations risk harming some of the world’s most vulnerable populations, according to the head of impact at climate finance advisory firm Pollination Group. Zoe Whitton, who was a head of environmental, social and governance research at Citigroup Inc. after stints at Credit Suisse Group AG and Bank of America Corp., says the economic crisis in Sri Lanka is a case in point, as some creditors try to tie its debt restructuring to climate goals. Applying such corporate engagement tactics to struggling sovereign nations could be inappropriate for a number of reasons, she said“If private investors engage with sovereign climate risk extensively, they may affect capital availability for nations which are already vulnerable,” Sydney-based Whitton said in an interview. “Developing countries aren’t responsible for the challenges they face and may have a reduced capability to mitigate climate risks”It’s a concern that’s increasingly making its way into the ESG debate as policies designed to alleviate poverty sometimes appear to clash with the longer-term objectives of fighting climate change"
2022-08-09,Goldman Analyst Calls Out ‘Disappointing’ Energy Bets,"The ESG industry has focused “too heavily” on blacklisting all fossil fuels, exacerbating an energy crisis that can’t be addressed without embracing natural gas, according to an analysis by a senior researcher at Goldman Sachs Group Inc. Michele Della Vigna, the head of Natural Resources research for EMEA at Goldman in London, says energy strategies favored by many ESG investors may have contributed to a lack of practical alternatives to coal. By failing to keep up investments in natural gas, investors helped feed a void in energy markets that’s now being filled by the dirtiest fossil fuel“A few years ago, when I talked to ESG investors, the focus was too heavily on just what not to invest in. No oil, no gas, no coal. And that led to a decrease in investments,” he said in an interview. “I am deeply disappointed that we are consuming more coal. That’s a direct consequence of under-investment in natural gas”The analysis feeds into a heated debate around the role of environmental, social and governance investing and coincides with the EU’s controversial decision to add gas and nuclear power to its ESG rulebook. That’s as the war in Ukraine exacerbates a supply crisis that has governments prioritizing energy security over climate goals, despite clear evidence of increasingly dangerous overheating"
